op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
174,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,gate_proj,,,matmul,"[[T, d_model], [d_model, 2*n_kv*d_head]]","[2*n_kv*d_head, d_model]","[[T, 2*n_kv*d_head]]",[166],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.gate_proj,aten.mm.default,[model.layers.4.self_attn.compressor.gate_proj.weight],prefill,False
175,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,,,,softmax,"[[B, d_head, 2*m_csa, T/m_csa]]",,"[[B, d_head, 2*m_csa, T/m_csa]]",[174],4,self_attn,compressor,2,model.layers.4.self_attn.compressor,aten._softmax.default,[],prefill,False
176,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,kv_norm,,,rmsnorm,"[[B, d_head, T/m_csa]]",[d_head],"[[B, d_head, T/m_csa]]","[173, 175]",4,self_attn,compressor,3,model.layers.4.self_attn.compressor.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.compressor.kv_norm.weight],prefill,False
177,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,kv_proj,,matmul,"[[T, d_model], [d_model, d_head/2]]","[d_head/2, d_model]","[[T, d_head/2]]",[166],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.kv_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.kv_proj.weight],prefill,False
178,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,gate_proj,,matmul,"[[T, d_model], [d_model, d_head/2]]","[d_head/2, d_model]","[[T, d_head/2]]",[166],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.gate_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.gate_proj.weight],prefill,False
179,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,,,softmax,"[[B, d_head, 8, c_I]]",,"[[B, d_head, 8, c_I]]",[178],4,self_attn,compressor,3,model.layers.4.self_attn.compressor.indexer,aten._softmax.default,[],prefill,False
180,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,kv_norm,,rmsnorm,"[[B, d_head, c_I]]",[c_I],"[[B, d_head, c_I]]","[177, 179]",4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.kv_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.self_attn.compressor.indexer.kv_norm.weight],prefill,False
181,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,q_b_proj,,matmul,"[[T, c_q], [c_q, n_h*d_rope]]","[n_h*d_rope, c_q]","[[T, n_h*d_rope]]",[168],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.q_b_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.q_b_proj.weight],prefill,False
182,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,scorer,,batched_matmul,"[[T, d_rope, c_I], [T, c_I, d_head]]",,"[[T, d_rope, d_head]]","[180, 181]",4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.scorer,aten.bmm.default,[],prefill,False
183,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,scorer,,relu,"[[B, T, d_rope, d_head]]",,"[[B, T, d_rope, d_head]]",[182],4,self_attn,compressor,4,model.layers.4.self_attn.compressor.indexer.scorer,aten.relu.default,[],prefill,True
184,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,compressor,indexer,scorer,weights_proj,matmul,"[[T, d_model], [d_model, d_rope]]","[d_rope, d_model]","[[T, d_rope]]",[166],4,self_attn,compressor,5,model.layers.4.self_attn.compressor.indexer.scorer.weights_proj,aten.mm.default,[model.layers.4.self_attn.compressor.indexer.scorer.weights_proj.weight],prefill,False
185,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,,,,,batched_matmul,"[[n_h, T, d_head], [n_h, d_head, T+T/m_csa]]",,"[[n_h, T, T+T/m_csa]]","[170, 172, 176]",4,self_attn,,1,model.layers.4.self_attn,aten.bmm.default,[],prefill,False
186,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,,,,,softmax,"[[B, n_h, T, T+T/m_csa+1]]",,"[[B, n_h, T, T+T/m_csa+1]]","[176, 183, 184, 185]",4,self_attn,,1,model.layers.4.self_attn,aten._softmax.default,[],prefill,False
187,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,,,,,batched_matmul,"[[n_h, T, T+T/m_csa], [n_h, T+T/m_csa, d_head]]",,"[[n_h, T, d_head]]","[172, 176, 186]",4,self_attn,,1,model.layers.4.self_attn,aten.bmm.default,[],prefill,False
188,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,o_a_proj,,,,batched_matmul,"[[g_o, T, n_h*d_head/g_o], [g_o, n_h*d_head/g_o, d_g]]","[g_o*d_g, n_h*d_head/g_o]","[[g_o, T, d_g]]",[187],4,self_attn,o_a_proj,2,model.layers.4.self_attn.o_a_proj,aten.bmm.default,[model.layers.4.self_attn.o_a_proj.weight],prefill,False
189,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",self_attn,o_b_proj,,,,matmul,"[[T, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]","[[T, d_model]]",[188],4,self_attn,o_b_proj,2,model.layers.4.self_attn.o_b_proj,aten.mm.default,[model.layers.4.self_attn.o_b_proj.weight],prefill,False
190,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[162, 189]",4,,,0,model.layers.4,aten.mul.Tensor,[],prefill,False
191,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[158, 163]",4,,,0,model.layers.4,aten.bmm.default,[],prefill,False
192,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[190, 191]",4,,,0,model.layers.4,aten.add.Tensor,[],prefill,False
193,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,input_norm,,,,rmsnorm,"[[B, T, n_hc*d_model]]",,"[[B, T, n_hc*d_model]]",[192],4,ffn_hc,input_norm,2,model.layers.4.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
194,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,,,,,matmul,"[[T, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]","[[T, (2+n_hc)*n_hc]]",[193],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.mm.default,[model.layers.4.ffn_hc.fn],prefill,False
195,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[194],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sigmoid.default,[],prefill,False
196,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[194],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sigmoid.default,[],prefill,False
197,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[194],4,ffn_hc,,1,model.layers.4.ffn_hc,aten._softmax.default,[],prefill,False
198,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[192, 195]",4,ffn_hc,,1,model.layers.4.ffn_hc,aten.mul.Tensor,[],prefill,False
199,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",ffn_hc,,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[198],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sum.dim_IntList,[],prefill,True
200,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",post_attention_layernorm,,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[199],4,post_attention_layernorm,,1,model.layers.4.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.post_attention_layernorm.weight],prefill,False
201,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,gate,,,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]","[[T, E]]",[200],4,mlp,gate,2,model.layers.4.mlp.gate,aten.mm.default,[model.layers.4.mlp.gate.weight],prefill,False
202,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,experts,,,,grouped_matmul,"[[4*d_moe, d_model], [E, d_model, 2*d_moe], [E]]","[E, 2*d_moe, d_model]","[[4*d_moe, 2*d_moe]]","[200, 201]",4,mlp,experts,2,model.layers.4.mlp.experts,aten._grouped_mm.default,[model.layers.4.mlp.experts.gate_up_proj],prefill,False
203,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,experts,act_fn,,,silu,"[[4*d_moe, d_moe]]",,"[[4*d_moe, d_moe]]",[202],4,mlp,experts,3,model.layers.4.mlp.experts.act_fn,aten.silu.default,[],prefill,False
204,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,experts,,,,elementwise_mul,"[[4*d_moe, d_moe], [4*d_moe, d_moe]]",,"[[4*d_moe, d_moe]]","[202, 203]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.mul.Tensor,[],prefill,False
205,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,experts,,,,grouped_matmul,"[[4*d_moe, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]","[[4*d_moe, d_model]]","[201, 204]",4,mlp,experts,2,model.layers.4.mlp.experts,aten._grouped_mm.default,[model.layers.4.mlp.experts.down_proj],prefill,False
206,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,experts,,,,elementwise_mul,"[[4*d_moe, d_model], [4*d_moe, B]]",,"[[4*d_moe, d_model]]","[201, 205]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.mul.Tensor,[],prefill,False
207,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,experts,,,,sum,"[[T, k, d_model]]",,"[[T, d_model]]","[201, 206]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.sum.dim_IntList,[],prefill,True
208,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,shared_experts,gate_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[200],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.gate_proj.weight],prefill,False
209,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,shared_experts,up_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[200],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.up_proj.weight],prefill,False
210,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,shared_experts,act_fn,,,silu,"[[B, T, d_moe]]",,"[[B, T, d_moe]]",[208],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
211,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,shared_experts,,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,"[[B, T, d_moe]]","[209, 210]",4,mlp,shared_experts,2,model.layers.4.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
212,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,shared_experts,down_proj,,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[211],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.down_proj.weight],prefill,False
213,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",mlp,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[207, 212]",4,mlp,,1,model.layers.4.mlp,aten.add.Tensor,[],prefill,False
214,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[196, 213]",4,,,0,model.layers.4,aten.mul.Tensor,[],prefill,False
215,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[192, 197]",4,,,0,model.layers.4,aten.bmm.default,[],prefill,False
216,MLA+MoE,29,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[214, 215]",4,,,0,model.layers.4,aten.add.Tensor,[],prefill,False
217,norm,1,,model,hc_head,input_norm,,,rmsnorm,"[[B, T, 4*d_model]]",,"[[B, T, 4*d_model]]",[216],,other,,3,model.hc_head.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
218,-,1,,model,hc_head,,,,matmul,"[[T, 4*d_model], [4*d_model, n_hc]]","[n_hc, 4*d_model]","[[T, n_hc]]",[217],,other,,2,model.hc_head,aten.mm.default,[model.hc_head.hc_fn],prefill,False
219,-,1,,model,hc_head,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[218],,other,,2,model.hc_head,aten.sigmoid.default,[],prefill,False
220,-,1,,model,hc_head,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[216, 219]",,other,,2,model.hc_head,aten.mul.Tensor,[],prefill,False
221,-,1,,model,hc_head,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[220],,other,,2,model.hc_head,aten.sum.dim_IntList,[],prefill,True
222,norm,1,,model,norm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[221],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],prefill,False
223,head,1,,lm_head,,,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]","[[T, V]]",[222],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
