op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
7456,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,routed_expert_norm,,,rmsnorm,"[[B*T, d_moe_lat]]",[d_moe_lat],-1,"[[B*T, d_moe_lat]]",[7455],37,block_sparse_moe,routed_expert_norm,2,model.layers.37.block_sparse_moe.routed_expert_norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.37.block_sparse_moe.routed_expert_norm.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7457,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,routed_expert_up_proj,,,matmul,"[[B*T, d_moe_lat], [d_moe_lat, d_model]]","[d_model, d_moe_lat]",1,"[[B*T, d_model]]",[7456],37,block_sparse_moe,routed_expert_up_proj,2,model.layers.37.block_sparse_moe.routed_expert_up_proj,aten.mm.default,[model.layers.37.block_sparse_moe.routed_expert_up_proj.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7458,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,gate_proj,,matmul,"[[B*T, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B*T, E_shared*d_moe]]",[7405],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.gate_proj,aten.mm.default,[model.layers.37.block_sparse_moe.shared_experts.gate_proj.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7459,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,up_proj,,matmul,"[[B*T, d_model], [d_model, E_shared*d_moe]]","[E_shared*d_moe, d_model]",1,"[[B*T, E_shared*d_moe]]",[7405],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.up_proj,aten.mm.default,[model.layers.37.block_sparse_moe.shared_experts.up_proj.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7460,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,,,concat,"[[B, T, E_shared*d_moe], [B, T, E_shared*d_moe]]",,,"[[B, T, 2*E_shared*d_moe]]","[7458, 7459]",37,block_sparse_moe,shared_experts,2,model.layers.37.block_sparse_moe.shared_experts,aten.cat.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7461,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,tanh,"[[B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]",[7460],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7462,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,elementwise_mul,"[[B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]",[7461],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7463,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,sigmoid,"[[B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]",[7460],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.sigmoid.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7464,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,elementwise_mul,"[[B, T, E_shared*d_moe], [B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]","[7462, 7463]",37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7465,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,tanh,"[[B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]",[7460],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7466,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,elementwise_mul,"[[B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]",[7465],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7467,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,act_fn,,elementwise_mul,"[[B, T, E_shared*d_moe], [B, T, E_shared*d_moe]]",,,"[[B, T, E_shared*d_moe]]","[7464, 7466]",37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7468,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,shared_experts,down_proj,,matmul,"[[B*T, E_shared*d_moe], [E_shared*d_moe, d_model]]","[d_model, E_shared*d_moe]",1,"[[B*T, d_model]]",[7467],37,block_sparse_moe,shared_experts,3,model.layers.37.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.37.block_sparse_moe.shared_experts.down_proj.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7469,attn+MoE,8,"37-38,40-42,44-46",block_sparse_moe,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[7457, 7468]",37,block_sparse_moe,,1,model.layers.37.block_sparse_moe,aten.add.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7470,attn+MoE,8,"37-38,40-42,44-46",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[7397, 7469]",37,,,0,model.layers.37,aten.add.Tensor,[],prefill,False,
7471,MLA+MoE,3,"39,43,47",,,,,concat,"[[B*T, 4, d_model], [B*T, 1, d_model]]",,,"[[B*T, 5, d_model]]","[5666, 7470]",39,,,0,model.layers.39,aten.cat.default,[],prefill,False,
7472,MLA+MoE,3,"39,43,47",,,,,elementwise_mul,"[[B*T, 5, d_model], [B*T, 5, 1]]",,,"[[B*T, 5, d_model]]",[7471],39,,,0,model.layers.39,aten.mul.Tensor,[],prefill,False,
7473,MLA+MoE,3,"39,43,47",,,,,elementwise_mul,"[[d_model], [d_model]]",,,[[d_model]],[],39,,,0,model.layers.39,aten.mul.Tensor,[model.layers.39.self_attention_res_norm.weight],prefill,False,
7474,MLA+MoE,3,"39,43,47",,,,,elementwise_mul,"[[B*T, 5, d_model], [d_model]]",,,"[[B*T, 5, d_model]]","[7472, 7473]",39,,,0,model.layers.39,aten.mul.Tensor,[],prefill,False,
7475,MLA+MoE,3,"39,43,47",,,,,sum,"[[B*T, 5, d_model]]",,,"[[B*T, 5]]",[7474],39,,,0,model.layers.39,aten.sum.dim_IntList,[],prefill,True,
7476,MLA+MoE,3,"39,43,47",,,,,softmax,"[[B*T, 5]]",,,"[[B*T, 5]]",[7475],39,,,0,model.layers.39,aten._softmax.default,[],prefill,False,
7477,MLA+MoE,3,"39,43,47",,,,,batched_matmul,"[[B*T, 1, 5], [B*T, 5, d_model]]",,,"[[B*T, 1, d_model]]","[7471, 7476]",39,,,0,model.layers.39,aten.bmm.default,[],prefill,False,
7478,MLA+MoE,3,"39,43,47",input_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[7477],39,input_layernorm,,1,model.layers.39.input_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.39.input_layernorm.weight],prefill,False,
7479,MLA+MoE,3,"39,43,47",self_attn,q_a_proj,,,matmul,"[[B*T, d_model], [d_model, c_q]]","[c_q, d_model]",1,"[[B*T, c_q]]",[7478],39,self_attn,q_a_proj,2,model.layers.39.self_attn.q_a_proj,aten.mm.default,[model.layers.39.self_attn.q_a_proj.weight],prefill,False,
7480,MLA+MoE,3,"39,43,47",self_attn,q_a_layernorm,,,rmsnorm,"[[B, T, c_q]]",[c_q],-1,"[[B, T, c_q]]",[7479],39,self_attn,q_a_layernorm,2,model.layers.39.self_attn.q_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.39.self_attn.q_a_layernorm.weight],prefill,False,
7481,MLA+MoE,3,"39,43,47",self_attn,q_b_proj,,,matmul,"[[B*T, c_q], [c_q, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), c_q]",1,"[[B*T, n_h*(d_nope+d_rope)]]",[7480],39,self_attn,q_b_proj,2,model.layers.39.self_attn.q_b_proj,aten.mm.default,[model.layers.39.self_attn.q_b_proj.weight],prefill,False,
7482,MLA+MoE,3,"39,43,47",self_attn,kv_a_proj_with_mqa,,,matmul,"[[B*T, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B*T, c_kv+d_rope]]",[7478],39,self_attn,kv_a_proj_with_mqa,2,model.layers.39.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.39.self_attn.kv_a_proj_with_mqa.weight],prefill,False,
7483,MLA+MoE,3,"39,43,47",self_attn,kv_a_layernorm,,,rmsnorm,"[[B, T, c_kv]]",[c_kv],-1,"[[B, T, c_kv]]",[7482],39,self_attn,kv_a_layernorm,2,model.layers.39.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.39.self_attn.kv_a_layernorm.weight],prefill,False,
7484,MLA+MoE,3,"39,43,47",self_attn,kv_b_proj,,,matmul,"[[B*T, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[B*T, n_h*(d_nope+d_v)]]",[7483],39,self_attn,kv_b_proj,2,model.layers.39.self_attn.kv_b_proj,aten.mm.default,[model.layers.39.self_attn.kv_b_proj.weight],prefill,False,
7485,MLA+MoE,3,"39,43,47",self_attn,,,,batched_matmul,"[[B*n_h, T, d_nope+d_rope], [B*n_h, d_nope+d_rope, T]]",,,"[[B*n_h, T, T]]","[7481, 7482, 7484]",39,self_attn,,1,model.layers.39.self_attn,aten.bmm.default,[],prefill,False,
7486,MLA+MoE,3,"39,43,47",self_attn,,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[7485],39,self_attn,,1,model.layers.39.self_attn,aten._softmax.default,[],prefill,False,
7487,MLA+MoE,3,"39,43,47",self_attn,,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_nope]]",,,"[[B*n_h, T, d_nope]]","[7484, 7486]",39,self_attn,,1,model.layers.39.self_attn,aten.bmm.default,[],prefill,False,
7488,MLA+MoE,3,"39,43,47",self_attn,g_proj,,,matmul,"[[B*T, d_model], [d_model, n_h*d_v]]","[n_h*d_v, d_model]",1,"[[B*T, n_h*d_v]]",[7478],39,self_attn,g_proj,2,model.layers.39.self_attn.g_proj,aten.mm.default,[model.layers.39.self_attn.g_proj.weight],prefill,False,
7489,MLA+MoE,3,"39,43,47",self_attn,,,,sigmoid,"[[B, T, n_h*d_v]]",,,"[[B, T, n_h*d_v]]",[7488],39,self_attn,,1,model.layers.39.self_attn,aten.sigmoid.default,[],prefill,False,
7490,MLA+MoE,3,"39,43,47",self_attn,o_proj,,,matmul,"[[B*T, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[B*T, d_model]]","[7487, 7489]",39,self_attn,o_proj,2,model.layers.39.self_attn.o_proj,aten.mm.default,[model.layers.39.self_attn.o_proj.weight],prefill,False,
7491,MLA+MoE,3,"39,43,47",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[7470, 7490]",39,,,0,model.layers.39,aten.add.Tensor,[],prefill,False,
7492,MLA+MoE,3,"39,43,47",,,,,concat,"[[B*T, 4, d_model], [B*T, 1, d_model]]",,,"[[B*T, 5, d_model]]","[5666, 7491]",39,,,0,model.layers.39,aten.cat.default,[],prefill,False,
7493,MLA+MoE,3,"39,43,47",,,,,elementwise_mul,"[[B*T, 5, d_model], [B*T, 5, 1]]",,,"[[B*T, 5, d_model]]",[7492],39,,,0,model.layers.39,aten.mul.Tensor,[],prefill,False,
7494,MLA+MoE,3,"39,43,47",,,,,elementwise_mul,"[[d_model], [d_model]]",,,[[d_model]],[],39,,,0,model.layers.39,aten.mul.Tensor,[model.layers.39.mlp_res_norm.weight],prefill,False,
7495,MLA+MoE,3,"39,43,47",,,,,elementwise_mul,"[[B*T, 5, d_model], [d_model]]",,,"[[B*T, 5, d_model]]","[7493, 7494]",39,,,0,model.layers.39,aten.mul.Tensor,[],prefill,False,
7496,MLA+MoE,3,"39,43,47",,,,,sum,"[[B*T, 5, d_model]]",,,"[[B*T, 5]]",[7495],39,,,0,model.layers.39,aten.sum.dim_IntList,[],prefill,True,
7497,MLA+MoE,3,"39,43,47",,,,,softmax,"[[B*T, 5]]",,,"[[B*T, 5]]",[7496],39,,,0,model.layers.39,aten._softmax.default,[],prefill,False,
7498,MLA+MoE,3,"39,43,47",,,,,batched_matmul,"[[B*T, 1, 5], [B*T, 5, d_model]]",,,"[[B*T, 1, d_model]]","[7492, 7497]",39,,,0,model.layers.39,aten.bmm.default,[],prefill,False,
7499,MLA+MoE,3,"39,43,47",post_attention_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[7498],39,post_attention_layernorm,,1,model.layers.39.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.39.post_attention_layernorm.weight],prefill,False,
7500,MLA+MoE,3,"39,43,47",block_sparse_moe,gate,,,matmul,"[[B*T, d_model], [d_model, E]]","[E, d_model]",1,"[[B*T, E]]",[7499],39,block_sparse_moe,gate,2,model.layers.39.block_sparse_moe.gate,aten.mm.default,[model.layers.39.block_sparse_moe.gate.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7501,MLA+MoE,3,"39,43,47",block_sparse_moe,gate,,,sigmoid,"[[B*T, E]]",,,"[[B*T, E]]",[7500],39,block_sparse_moe,gate,2,model.layers.39.block_sparse_moe.gate,aten.sigmoid.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7502,MLA+MoE,3,"39,43,47",block_sparse_moe,routed_expert_down_proj,,,matmul,"[[B*T, d_model], [d_model, d_moe_lat]]","[d_moe_lat, d_model]",1,"[[B*T, d_moe_lat]]",[7499],39,block_sparse_moe,routed_expert_down_proj,2,model.layers.39.block_sparse_moe.routed_expert_down_proj,aten.mm.default,[model.layers.39.block_sparse_moe.routed_expert_down_proj.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7503,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,w1,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[7501, 7502]",39,block_sparse_moe,experts,4,model.layers.39.block_sparse_moe.experts.0.w1,aten.mm.default,[model.layers.39.block_sparse_moe.experts.0.w1.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7504,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,w3,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[7501, 7502]",39,block_sparse_moe,experts,4,model.layers.39.block_sparse_moe.experts.0.w3,aten.mm.default,[model.layers.39.block_sparse_moe.experts.0.w3.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7505,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,,concat,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, 2*d_moe]]","[7503, 7504]",39,block_sparse_moe,experts,3,model.layers.39.block_sparse_moe.experts.0,aten.cat.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7506,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,act_fn,tanh,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[7505],39,block_sparse_moe,experts,4,model.layers.39.block_sparse_moe.experts.0.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7507,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,act_fn,elementwise_mul,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[7506],39,block_sparse_moe,experts,4,model.layers.39.block_sparse_moe.experts.0.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7508,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,act_fn,sigmoid,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[7505],39,block_sparse_moe,experts,4,model.layers.39.block_sparse_moe.experts.0.act_fn,aten.sigmoid.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
7509,MLA+MoE,3,"39,43,47",block_sparse_moe,experts,0,act_fn,elementwise_mul,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, d_moe]]","[7507, 7508]",39,block_sparse_moe,experts,4,model.layers.39.block_sparse_moe.experts.0.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
