op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
165,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[163, 164]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.1,aten.mul.Tensor,[],prefill,False
166,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,1,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[165],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.1.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.1.w2.weight],prefill,False
167,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.2.w1.weight],prefill,False
168,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[167],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.act_fn,aten.silu.default,[],prefill,False
169,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.2.w3.weight],prefill,False
170,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[168, 169]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.2,aten.mul.Tensor,[],prefill,False
171,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,2,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[170],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.2.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.2.w2.weight],prefill,False
172,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,w1,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.w1,aten.mm.default,[model.layers.3.block_sparse_moe.experts.3.w1.weight],prefill,False
173,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,act_fn,silu,"[[4*k, d_moe]]",,,"[[4*k, d_moe]]",[172],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.act_fn,aten.silu.default,[],prefill,False
174,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,w3,matmul,"[[4*k, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[4*k, d_moe]]","[154, 156]",3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.w3,aten.mm.default,[model.layers.3.block_sparse_moe.experts.3.w3.weight],prefill,False
175,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,,elementwise_mul,"[[4*k, d_moe], [4*k, d_moe]]",,,"[[4*k, d_moe]]","[173, 174]",3,block_sparse_moe,experts,3,model.layers.3.block_sparse_moe.experts.3,aten.mul.Tensor,[],prefill,False
176,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,experts,3,w2,matmul,"[[4*k, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[4*k, d_model]]",[175],3,block_sparse_moe,experts,4,model.layers.3.block_sparse_moe.experts.3.w2,aten.mm.default,[model.layers.3.block_sparse_moe.experts.3.w2.weight],prefill,False
177,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,,,,concat,"[[4*k, d_model], [4*k, d_model], [4*k, d_model], [4*k, d_model]]",,,"[[k*T, d_model]]","[161, 166, 171, 176]",3,block_sparse_moe,,1,model.layers.3.block_sparse_moe,aten.cat.default,[],prefill,False
178,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,,,,sum,"[[T, k, d_model]]",,,"[[T, d_model]]","[156, 177]",3,block_sparse_moe,,1,model.layers.3.block_sparse_moe,aten.sum.dim_IntList,[],prefill,True
179,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,gate_proj,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[154],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.gate_proj,aten.mm.default,[model.layers.3.block_sparse_moe.shared_experts.gate_proj.weight],prefill,False
180,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,act_fn,,silu,"[[B, T, d_moe]]",,,"[[B, T, d_moe]]",[179],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.act_fn,aten.silu.default,[],prefill,False
181,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,up_proj,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[T, d_moe]]",[154],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.up_proj,aten.mm.default,[model.layers.3.block_sparse_moe.shared_experts.up_proj.weight],prefill,False
182,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,,"[[B, T, d_moe]]","[180, 181]",3,block_sparse_moe,shared_experts,2,model.layers.3.block_sparse_moe.shared_experts,aten.mul.Tensor,[],prefill,False
183,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,shared_experts,down_proj,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[T, d_model]]",[182],3,block_sparse_moe,shared_experts,3,model.layers.3.block_sparse_moe.shared_experts.down_proj,aten.mm.default,[model.layers.3.block_sparse_moe.shared_experts.down_proj.weight],prefill,False
184,MLA+MoE,7,"3,7,11,15,19,23,26",block_sparse_moe,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[178, 183]",3,block_sparse_moe,,1,model.layers.3.block_sparse_moe,aten.add.Tensor,[],prefill,False
185,MLA+MoE,7,"3,7,11,15,19,23,26",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[153, 184]",3,,,0,model.layers.3,aten.add.Tensor,[],prefill,False
186,norm,1,,model,norm,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[185],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],prefill,False
187,head,1,,lm_head,,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]",1,"[[T, V]]",[186],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
