op_id,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
18685,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17923],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18689,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17907],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18693,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17870],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18697,self_attn,,,,select,"[[B, T, n_h_kda]]",,,"[[B, n_h_kda]]",[17879],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18701,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18693],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18703,self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18701],14,self_attn,,1,model.layers.14.self_attn,aten.exp.default,[],prefill,False
18704,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18651, 18703]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18707,self_attn,,,,unsqueeze,"[[B, n_h_kda]]",,,"[[B, n_h_kda, 1]]",[18697],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18709,self_attn,,,,elementwise_mul,"[[B, n_h_kda, 1], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18685, 18707]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18712,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18685],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18714,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18704, 18712]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18715,self_attn,,,,sum,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[18714],14,self_attn,,1,model.layers.14.self_attn,aten.sum.dim_IntList,[],prefill,True
18716,self_attn,,,,sub,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18689, 18715]",14,self_attn,,1,model.layers.14.self_attn,aten.sub.Tensor,[],prefill,True
18717,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18709],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18719,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18717],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18721,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18716],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18723,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18721],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18725,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18719, 18723]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18726,self_attn,,,,elementwise_add,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18704, 18725]",14,self_attn,,1,model.layers.14.self_attn,aten.add.Tensor,[],prefill,False
18727,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18681],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18729,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18727],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18731,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]",[18726],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18733,self_attn,,,,permute,"[[B, n_h_kda, 1, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, 1]]",[18729],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18735,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, 1]]",,,"[[n_h_kda, B, d_head_kda]]",[18733],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18737,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, d_head_kda]]",[18731],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18739,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, d_head_kda]]",,,"[[n_h_kda, d_head_kda, d_head_kda]]",[18737],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18741,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[18735, 18739]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],prefill,False
18742,self_attn,,,,view,"[[n_h_kda, B, d_head_kda]]",,,"[[n_h_kda, B, 1, d_head_kda]]",[18741],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18744,self_attn,,,,permute,"[[n_h_kda, B, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18742],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18746,self_attn,,,,view,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda]]",[18744],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18751,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17928],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18753,self_attn,,,,copy_,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18746, 18751]",14,self_attn,,1,model.layers.14.self_attn,aten.copy_.default,[],prefill,True
18756,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17917],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18760,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17923],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18764,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17907],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18768,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17870],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18772,self_attn,,,,select,"[[B, T, n_h_kda]]",,,"[[B, n_h_kda]]",[17879],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18776,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18768],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18778,self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18776],14,self_attn,,1,model.layers.14.self_attn,aten.exp.default,[],prefill,False
18779,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18726, 18778]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18782,self_attn,,,,unsqueeze,"[[B, n_h_kda]]",,,"[[B, n_h_kda, 1]]",[18772],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18784,self_attn,,,,elementwise_mul,"[[B, n_h_kda, 1], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18760, 18782]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18787,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18760],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18789,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18779, 18787]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18790,self_attn,,,,sum,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[18789],14,self_attn,,1,model.layers.14.self_attn,aten.sum.dim_IntList,[],prefill,True
18791,self_attn,,,,sub,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18764, 18790]",14,self_attn,,1,model.layers.14.self_attn,aten.sub.Tensor,[],prefill,True
18792,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18784],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18794,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18792],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18796,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18791],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18798,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18796],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18800,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18794, 18798]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18801,self_attn,,,,elementwise_add,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18779, 18800]",14,self_attn,,1,model.layers.14.self_attn,aten.add.Tensor,[],prefill,False
18802,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18756],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18804,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18802],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18806,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]",[18801],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18808,self_attn,,,,permute,"[[B, n_h_kda, 1, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, 1]]",[18804],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18810,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, 1]]",,,"[[n_h_kda, B, d_head_kda]]",[18808],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18812,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, d_head_kda]]",[18806],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18814,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, d_head_kda]]",,,"[[n_h_kda, d_head_kda, d_head_kda]]",[18812],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18816,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[18810, 18814]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],prefill,False
18817,self_attn,,,,view,"[[n_h_kda, B, d_head_kda]]",,,"[[n_h_kda, B, 1, d_head_kda]]",[18816],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18819,self_attn,,,,permute,"[[n_h_kda, B, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18817],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18821,self_attn,,,,view,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda]]",[18819],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18826,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17928],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18828,self_attn,,,,copy_,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18821, 18826]",14,self_attn,,1,model.layers.14.self_attn,aten.copy_.default,[],prefill,True
18831,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17917],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18835,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17923],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18839,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17907],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18843,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17870],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18847,self_attn,,,,select,"[[B, T, n_h_kda]]",,,"[[B, n_h_kda]]",[17879],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18851,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18843],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18853,self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18851],14,self_attn,,1,model.layers.14.self_attn,aten.exp.default,[],prefill,False
18854,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18801, 18853]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18857,self_attn,,,,unsqueeze,"[[B, n_h_kda]]",,,"[[B, n_h_kda, 1]]",[18847],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18859,self_attn,,,,elementwise_mul,"[[B, n_h_kda, 1], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18835, 18857]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18862,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18835],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18864,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18854, 18862]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18865,self_attn,,,,sum,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[18864],14,self_attn,,1,model.layers.14.self_attn,aten.sum.dim_IntList,[],prefill,True
18866,self_attn,,,,sub,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18839, 18865]",14,self_attn,,1,model.layers.14.self_attn,aten.sub.Tensor,[],prefill,True
18867,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18859],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18869,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18867],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18871,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18866],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18873,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18871],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18875,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18869, 18873]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18876,self_attn,,,,elementwise_add,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18854, 18875]",14,self_attn,,1,model.layers.14.self_attn,aten.add.Tensor,[],prefill,False
18877,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18831],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18879,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18877],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18881,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]",[18876],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18883,self_attn,,,,permute,"[[B, n_h_kda, 1, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, 1]]",[18879],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18885,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, 1]]",,,"[[n_h_kda, B, d_head_kda]]",[18883],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18887,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, d_head_kda]]",[18881],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18889,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, d_head_kda]]",,,"[[n_h_kda, d_head_kda, d_head_kda]]",[18887],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18891,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_head_kda]]",,,"[[n_h_kda, B, d_head_kda]]","[18885, 18889]",14,self_attn,,1,model.layers.14.self_attn,aten.bmm.default,[],prefill,False
18892,self_attn,,,,view,"[[n_h_kda, B, d_head_kda]]",,,"[[n_h_kda, B, 1, d_head_kda]]",[18891],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18894,self_attn,,,,permute,"[[n_h_kda, B, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18892],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18896,self_attn,,,,view,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda]]",[18894],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
18901,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17928],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18903,self_attn,,,,copy_,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18896, 18901]",14,self_attn,,1,model.layers.14.self_attn,aten.copy_.default,[],prefill,True
18906,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17917],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18910,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17923],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18914,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17907],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18918,self_attn,,,,select,"[[B, T, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[17870],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18922,self_attn,,,,select,"[[B, T, n_h_kda]]",,,"[[B, n_h_kda]]",[17879],14,self_attn,,1,model.layers.14.self_attn,aten.select.int,[],prefill,True
18926,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18918],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18928,self_attn,,,,exp,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18926],14,self_attn,,1,model.layers.14.self_attn,aten.exp.default,[],prefill,False
18929,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18876, 18928]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18932,self_attn,,,,unsqueeze,"[[B, n_h_kda]]",,,"[[B, n_h_kda, 1]]",[18922],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18934,self_attn,,,,elementwise_mul,"[[B, n_h_kda, 1], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18910, 18932]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18937,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18910],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18939,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18929, 18937]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18940,self_attn,,,,sum,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]",[18939],14,self_attn,,1,model.layers.14.self_attn,aten.sum.dim_IntList,[],prefill,True
18941,self_attn,,,,sub,"[[B, n_h_kda, d_head_kda], [B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda]]","[18914, 18940]",14,self_attn,,1,model.layers.14.self_attn,aten.sub.Tensor,[],prefill,True
18942,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18934],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18944,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18942],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18946,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18941],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18948,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18946],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18950,self_attn,,,,elementwise_mul,"[[B, n_h_kda, d_head_kda, 1], [B, n_h_kda, 1, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18944, 18948]",14,self_attn,,1,model.layers.14.self_attn,aten.mul.Tensor,[],prefill,False
18951,self_attn,,,,elementwise_add,"[[B, n_h_kda, d_head_kda, d_head_kda], [B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]","[18929, 18950]",14,self_attn,,1,model.layers.14.self_attn,aten.add.Tensor,[],prefill,False
18952,self_attn,,,,unsqueeze,"[[B, n_h_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, 1]]",[18906],14,self_attn,,1,model.layers.14.self_attn,aten.unsqueeze.default,[],prefill,True
18954,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, 1]]",,,"[[B, n_h_kda, 1, d_head_kda]]",[18952],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18956,self_attn,,,,permute,"[[B, n_h_kda, d_head_kda, d_head_kda]]",,,"[[B, n_h_kda, d_head_kda, d_head_kda]]",[18951],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18958,self_attn,,,,permute,"[[B, n_h_kda, 1, d_head_kda]]",,,"[[n_h_kda, d_head_kda, B, 1]]",[18954],14,self_attn,,1,model.layers.14.self_attn,aten.permute.default,[],prefill,True
18960,self_attn,,,,view,"[[n_h_kda, d_head_kda, B, 1]]",,,"[[n_h_kda, B, d_head_kda]]",[18958],14,self_attn,,1,model.layers.14.self_attn,aten.view.default,[],prefill,True
