op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
2764,feed_forward,experts,,batched_matmul,"[[E, B*T, d_model], [E, d_model, 2*d_moe]]","[E, d_model, 2*d_moe]",1,"[[E, B*T, 2*d_moe]]",[2763],23,feed_forward,experts,2,model.layers.23.feed_forward.experts,aten.bmm.default,[model.layers.23.feed_forward.experts.gate_up_proj],prefill,False,
2765,feed_forward,experts,,split,"[[E, B*T, 2*d_moe]]",,,"[[E, B*T, d_moe], [E, B*T, d_moe]]",[2764],23,feed_forward,experts,2,model.layers.23.feed_forward.experts,aten.split.Tensor,[],prefill,True,
2766,feed_forward,experts,act_fn,silu,"[[E, B*T, d_moe]]",,,"[[E, B*T, d_moe]]",[2765],23,feed_forward,experts,3,model.layers.23.feed_forward.experts.act_fn,aten.silu.default,[],prefill,False,
2767,feed_forward,experts,,elementwise_mul,"[[E, B*T, d_moe], [E, B*T, d_moe]]",,,"[[E, B*T, d_moe]]","[2765, 2766]",23,feed_forward,experts,2,model.layers.23.feed_forward.experts,aten.mul.Tensor,[],prefill,False,
2768,feed_forward,experts,,batched_matmul,"[[E, B*T, d_moe], [E, d_moe, d_model]]","[E, d_moe, d_model]",1,"[[E, B*T, d_model]]",[2767],23,feed_forward,experts,2,model.layers.23.feed_forward.experts,aten.bmm.default,[model.layers.23.feed_forward.experts.down_proj],prefill,False,
2769,feed_forward,experts,,view,"[[E, B*T, d_model]]",,,"[[B*E*T, d_model]]",[2768],23,feed_forward,experts,2,model.layers.23.feed_forward.experts,aten.view.default,[],prefill,True,
2770,feed_forward,shared_expert,gate_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.gate_proj,aten.t.default,[model.layers.23.feed_forward.shared_expert.gate_proj.weight],prefill,True,
2771,feed_forward,shared_expert,gate_proj,matmul,"[[B*T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B*T, d_moe]]","[2749, 2770]",23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.gate_proj,aten.mm.default,[model.layers.23.feed_forward.shared_expert.gate_proj.weight],prefill,False,
2772,feed_forward,shared_expert,activation_fn,silu,"[[B*T, d_moe]]",,,"[[B*T, d_moe]]",[2771],23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.activation_fn,aten.silu.default,[],prefill,False,
2773,feed_forward,shared_expert,up_proj,t,"[[d_moe, d_model]]","[d_moe, d_model]",0,"[[d_model, d_moe]]",[],23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.up_proj,aten.t.default,[model.layers.23.feed_forward.shared_expert.up_proj.weight],prefill,True,
2774,feed_forward,shared_expert,up_proj,matmul,"[[B*T, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B*T, d_moe]]","[2749, 2773]",23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.up_proj,aten.mm.default,[model.layers.23.feed_forward.shared_expert.up_proj.weight],prefill,False,
2775,feed_forward,shared_expert,,elementwise_mul,"[[B*T, d_moe], [B*T, d_moe]]",,,"[[B*T, d_moe]]","[2772, 2774]",23,feed_forward,shared_expert,2,model.layers.23.feed_forward.shared_expert,aten.mul.Tensor,[],prefill,False,
2776,feed_forward,shared_expert,down_proj,t,"[[d_model, d_moe]]","[d_model, d_moe]",0,"[[d_moe, d_model]]",[],23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.down_proj,aten.t.default,[model.layers.23.feed_forward.shared_expert.down_proj.weight],prefill,True,
2777,feed_forward,shared_expert,down_proj,matmul,"[[B*T, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B*T, d_model]]","[2775, 2776]",23,feed_forward,shared_expert,3,model.layers.23.feed_forward.shared_expert.down_proj,aten.mm.default,[model.layers.23.feed_forward.shared_expert.down_proj.weight],prefill,False,
2778,feed_forward,,,view,"[[B*E*T, d_model]]",,,"[[E, B*T, d_model]]",[2769],23,feed_forward,,1,model.layers.23.feed_forward,aten.view.default,[],prefill,True,
2779,feed_forward,,,sum,"[[E, B*T, d_model]]",,,"[[B*T, d_model]]",[2778],23,feed_forward,,1,model.layers.23.feed_forward,aten.sum.dim_IntList,[],prefill,True,
2780,feed_forward,,,add_,"[[B*T, d_model], [B*T, d_model]]",,,"[[B*T, d_model]]","[2777, 2779]",23,feed_forward,,1,model.layers.23.feed_forward,aten.add_.Tensor,[],prefill,True,
2781,,,,view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[2780],23,,,0,model.layers.23,aten.view.default,[],prefill,True,
2782,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[2740, 2781]",23,,,0,model.layers.23,aten.add.Tensor,[],prefill,False,
2783,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2782],24,input_layernorm,,1,model.layers.24.input_layernorm,aten._to_copy.default,[],prefill,True,
2784,input_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2783],24,input_layernorm,,1,model.layers.24.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
2785,input_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[2784],24,input_layernorm,,1,model.layers.24.input_layernorm,aten.mean.dim,[],prefill,False,
2786,input_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[2785],24,input_layernorm,,1,model.layers.24.input_layernorm,aten.add.Tensor,[],prefill,False,
2787,input_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[2786],24,input_layernorm,,1,model.layers.24.input_layernorm,aten.rsqrt.default,[],prefill,False,
2788,input_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[2783, 2787]",24,input_layernorm,,1,model.layers.24.input_layernorm,aten.mul.Tensor,[],prefill,False,
2789,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2788],24,input_layernorm,,1,model.layers.24.input_layernorm,aten._to_copy.default,[],prefill,True,
2790,input_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[2789],24,input_layernorm,,1,model.layers.24.input_layernorm,aten.mul.Tensor,[model.layers.24.input_layernorm.weight],prefill,False,
2791,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],24,self_attn,q_proj,2,model.layers.24.self_attn.q_proj,aten.t.default,[model.layers.24.self_attn.q_proj.weight],prefill,True,
2792,self_attn,q_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[2790],24,self_attn,q_proj,2,model.layers.24.self_attn.q_proj,aten.view.default,[],prefill,True,
2793,self_attn,q_proj,,matmul,"[[B*T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B*T, n_h*d_head]]","[2791, 2792]",24,self_attn,q_proj,2,model.layers.24.self_attn.q_proj,aten.mm.default,[model.layers.24.self_attn.q_proj.weight],prefill,False,
2794,self_attn,q_proj,,_unsafe_view,"[[B*T, n_h*d_head]]",,,"[[B, T, n_h*d_head]]",[2793],24,self_attn,q_proj,2,model.layers.24.self_attn.q_proj,aten._unsafe_view.default,[],prefill,True,
2795,self_attn,,,view,"[[B, T, n_h*d_head]]",,,"[[B, T, n_h, d_head]]",[2794],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2796,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],24,self_attn,k_proj,2,model.layers.24.self_attn.k_proj,aten.t.default,[model.layers.24.self_attn.k_proj.weight],prefill,True,
2797,self_attn,k_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[2790],24,self_attn,k_proj,2,model.layers.24.self_attn.k_proj,aten.view.default,[],prefill,True,
2798,self_attn,k_proj,,matmul,"[[B*T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B*T, n_kv*d_head]]","[2796, 2797]",24,self_attn,k_proj,2,model.layers.24.self_attn.k_proj,aten.mm.default,[model.layers.24.self_attn.k_proj.weight],prefill,False,
2799,self_attn,k_proj,,_unsafe_view,"[[B*T, n_kv*d_head]]",,,"[[B, T, n_kv*d_head]]",[2798],24,self_attn,k_proj,2,model.layers.24.self_attn.k_proj,aten._unsafe_view.default,[],prefill,True,
2800,self_attn,,,view,"[[B, T, n_kv*d_head]]",,,"[[B, T, n_kv, d_head]]",[2799],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2801,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],24,self_attn,v_proj,2,model.layers.24.self_attn.v_proj,aten.t.default,[model.layers.24.self_attn.v_proj.weight],prefill,True,
2802,self_attn,v_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[2790],24,self_attn,v_proj,2,model.layers.24.self_attn.v_proj,aten.view.default,[],prefill,True,
2803,self_attn,v_proj,,matmul,"[[B*T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B*T, n_kv*d_head]]","[2801, 2802]",24,self_attn,v_proj,2,model.layers.24.self_attn.v_proj,aten.mm.default,[model.layers.24.self_attn.v_proj.weight],prefill,False,
2804,self_attn,v_proj,,_unsafe_view,"[[B*T, n_kv*d_head]]",,,"[[B, T, n_kv*d_head]]",[2803],24,self_attn,v_proj,2,model.layers.24.self_attn.v_proj,aten._unsafe_view.default,[],prefill,True,
2805,self_attn,,,view,"[[B, T, n_kv*d_head]]",,,"[[B, T, n_kv, d_head]]",[2804],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2806,self_attn,,,transpose,"[[B, T, n_kv, d_head]]",,,"[[B, n_kv, T, d_head]]",[2805],24,self_attn,,1,model.layers.24.self_attn,aten.transpose.int,[],prefill,True,
2807,self_attn,,,_to_copy,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[2795],24,self_attn,,1,model.layers.24.self_attn,aten._to_copy.default,[],prefill,True,
2808,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head/2, 2]]",[2807],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2809,self_attn,,,view_as_complex,"[[B, T, n_h, d_head/2, 2]]",,,"[[B, T, n_h, d_head/2]]",[2808],24,self_attn,,1,model.layers.24.self_attn,aten.view_as_complex.default,[],prefill,True,
2810,self_attn,,,_to_copy,"[[B, T, n_kv, d_head]]",,,"[[B, T, n_kv, d_head]]",[2800],24,self_attn,,1,model.layers.24.self_attn,aten._to_copy.default,[],prefill,True,
2811,self_attn,,,view,"[[B, T, n_kv, d_head]]",,,"[[B, T, n_kv, d_head/2, 2]]",[2810],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2812,self_attn,,,view_as_complex,"[[B, T, n_kv, d_head/2, 2]]",,,"[[B, T, n_kv, d_head/2]]",[2811],24,self_attn,,1,model.layers.24.self_attn,aten.view_as_complex.default,[],prefill,True,
2813,self_attn,,,unsqueeze,"[[B, T, d_head/2]]",,,"[[B, T, 1, d_head/2]]",[106],24,self_attn,,1,model.layers.24.self_attn,aten.unsqueeze.default,[],prefill,True,
2814,self_attn,,,elementwise_mul,"[[B, T, n_h, d_head/2], [B, T, 1, d_head/2]]",,,"[[B, T, n_h, d_head/2]]","[2809, 2813]",24,self_attn,,1,model.layers.24.self_attn,aten.mul.Tensor,[],prefill,False,
2815,self_attn,,,view_as_real,"[[B, T, n_h, d_head/2]]",,,"[[B, T, n_h, d_head/2, 2]]",[2814],24,self_attn,,1,model.layers.24.self_attn,aten.view_as_real.default,[],prefill,True,
2816,self_attn,,,view,"[[B, T, n_h, d_head/2, 2]]",,,"[[B, T, n_h, d_head]]",[2815],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2817,self_attn,,,unsqueeze,"[[B, T, d_head/2]]",,,"[[B, T, 1, d_head/2]]",[106],24,self_attn,,1,model.layers.24.self_attn,aten.unsqueeze.default,[],prefill,True,
2818,self_attn,,,elementwise_mul,"[[B, T, n_kv, d_head/2], [B, T, 1, d_head/2]]",,,"[[B, T, n_kv, d_head/2]]","[2812, 2817]",24,self_attn,,1,model.layers.24.self_attn,aten.mul.Tensor,[],prefill,False,
2819,self_attn,,,view_as_real,"[[B, T, n_kv, d_head/2]]",,,"[[B, T, n_kv, d_head/2, 2]]",[2818],24,self_attn,,1,model.layers.24.self_attn,aten.view_as_real.default,[],prefill,True,
2820,self_attn,,,view,"[[B, T, n_kv, d_head/2, 2]]",,,"[[B, T, n_kv, d_head]]",[2819],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2821,self_attn,,,_to_copy,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[2816],24,self_attn,,1,model.layers.24.self_attn,aten._to_copy.default,[],prefill,True,
2822,self_attn,,,_to_copy,"[[B, T, n_kv, d_head]]",,,"[[B, T, n_kv, d_head]]",[2820],24,self_attn,,1,model.layers.24.self_attn,aten._to_copy.default,[],prefill,True,
2823,self_attn,,,transpose,"[[B, T, n_h, d_head]]",,,"[[B, n_h, T, d_head]]",[2821],24,self_attn,,1,model.layers.24.self_attn,aten.transpose.int,[],prefill,True,
2824,self_attn,,,transpose,"[[B, T, n_kv, d_head]]",,,"[[B, n_kv, T, d_head]]",[2822],24,self_attn,,1,model.layers.24.self_attn,aten.transpose.int,[],prefill,True,
2825,self_attn,,,_to_copy,[[]],,,[[]],[19],24,self_attn,,1,model.layers.24.self_attn,aten._to_copy.default,[],prefill,True,
2826,self_attn,,,concat,"[[0], [B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[2824],24,self_attn,,1,model.layers.24.self_attn,aten.cat.default,[],prefill,False,
2827,self_attn,,,concat,"[[0], [B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[2806],24,self_attn,,1,model.layers.24.self_attn,aten.cat.default,[],prefill,False,
2828,self_attn,,,slice,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[2826],24,self_attn,,1,model.layers.24.self_attn,aten.slice.Tensor,[],prefill,True,
2829,self_attn,,,slice,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[2827],24,self_attn,,1,model.layers.24.self_attn,aten.slice.Tensor,[],prefill,True,
2830,self_attn,,,unsqueeze,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, 1, T, d_head]]",[2826],24,self_attn,,1,model.layers.24.self_attn,aten.unsqueeze.default,[],prefill,True,
2831,self_attn,,,expand,"[[B, n_kv, 1, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[2830],24,self_attn,,1,model.layers.24.self_attn,aten.expand.default,[],prefill,True,
2832,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[2831],24,self_attn,,1,model.layers.24.self_attn,aten.clone.default,[],prefill,True,
2833,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_h, T, d_head]]",[2832],24,self_attn,,1,model.layers.24.self_attn,aten._unsafe_view.default,[],prefill,True,
2834,self_attn,,,unsqueeze,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, 1, T, d_head]]",[2827],24,self_attn,,1,model.layers.24.self_attn,aten.unsqueeze.default,[],prefill,True,
2835,self_attn,,,expand,"[[B, n_kv, 1, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[2834],24,self_attn,,1,model.layers.24.self_attn,aten.expand.default,[],prefill,True,
2836,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[2835],24,self_attn,,1,model.layers.24.self_attn,aten.clone.default,[],prefill,True,
2837,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_h, T, d_head]]",[2836],24,self_attn,,1,model.layers.24.self_attn,aten._unsafe_view.default,[],prefill,True,
2838,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, n_h, d_head, T]]",[2833],24,self_attn,,1,model.layers.24.self_attn,aten.transpose.int,[],prefill,True,
2839,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[2823],24,self_attn,,1,model.layers.24.self_attn,aten.expand.default,[],prefill,True,
2840,self_attn,,,clone,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[2839],24,self_attn,,1,model.layers.24.self_attn,aten.clone.default,[],prefill,True,
2841,self_attn,,,_unsafe_view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[2840],24,self_attn,,1,model.layers.24.self_attn,aten._unsafe_view.default,[],prefill,True,
2842,self_attn,,,expand,"[[B, n_h, d_head, T]]",,,"[[B, n_h, d_head, T]]",[2838],24,self_attn,,1,model.layers.24.self_attn,aten.expand.default,[],prefill,True,
2843,self_attn,,,view,"[[B, n_h, d_head, T]]",,,"[[B*n_h, d_head, T]]",[2842],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2844,self_attn,,,batched_matmul,"[[B*n_h, T, d_head], [B*n_h, d_head, T]]",,,"[[B*n_h, T, T]]","[2841, 2843]",24,self_attn,,1,model.layers.24.self_attn,aten.bmm.default,[],prefill,False,
2845,self_attn,,,_unsafe_view,"[[B*n_h, T, T]]",,,"[[B, n_h, T, T]]",[2844],24,self_attn,,1,model.layers.24.self_attn,aten._unsafe_view.default,[],prefill,True,
2846,self_attn,,,elementwise_mul,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[2845],24,self_attn,,1,model.layers.24.self_attn,aten.mul.Tensor,[],prefill,False,
2847,self_attn,,,elementwise_add,"[[B, n_h, T, T], [B, 1, T, T]]",,,"[[B, n_h, T, T]]","[91, 2846]",24,self_attn,,1,model.layers.24.self_attn,aten.add.Tensor,[],prefill,False,
2848,self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[2847],24,self_attn,,1,model.layers.24.self_attn,aten._softmax.default,[],prefill,False,
2849,self_attn,,,expand,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[2848],24,self_attn,,1,model.layers.24.self_attn,aten.expand.default,[],prefill,True,
2850,self_attn,,,view,"[[B, n_h, T, T]]",,,"[[B*n_h, T, T]]",[2849],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2851,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[2837],24,self_attn,,1,model.layers.24.self_attn,aten.expand.default,[],prefill,True,
2852,self_attn,,,view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[2851],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2853,self_attn,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]","[2850, 2852]",24,self_attn,,1,model.layers.24.self_attn,aten.bmm.default,[],prefill,False,
2854,self_attn,,,_unsafe_view,"[[B*n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[2853],24,self_attn,,1,model.layers.24.self_attn,aten._unsafe_view.default,[],prefill,True,
2855,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[2854],24,self_attn,,1,model.layers.24.self_attn,aten.transpose.int,[],prefill,True,
2856,self_attn,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[2855],24,self_attn,,1,model.layers.24.self_attn,aten.clone.default,[],prefill,True,
2857,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h*d_head]]",[2856],24,self_attn,,1,model.layers.24.self_attn,aten.view.default,[],prefill,True,
2858,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],24,self_attn,o_proj,2,model.layers.24.self_attn.o_proj,aten.t.default,[model.layers.24.self_attn.o_proj.weight],prefill,True,
2859,self_attn,o_proj,,view,"[[B, T, n_h*d_head]]",,,"[[B*T, n_h*d_head]]",[2857],24,self_attn,o_proj,2,model.layers.24.self_attn.o_proj,aten.view.default,[],prefill,True,
2860,self_attn,o_proj,,matmul,"[[B*T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B*T, d_model]]","[2858, 2859]",24,self_attn,o_proj,2,model.layers.24.self_attn.o_proj,aten.mm.default,[model.layers.24.self_attn.o_proj.weight],prefill,False,
2861,self_attn,o_proj,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[2860],24,self_attn,o_proj,2,model.layers.24.self_attn.o_proj,aten._unsafe_view.default,[],prefill,True,
2862,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[2782, 2861]",24,,,0,model.layers.24,aten.add.Tensor,[],prefill,False,
2863,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2862],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
2864,post_attention_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2863],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
2865,post_attention_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[2864],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten.mean.dim,[],prefill,False,
2866,post_attention_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[2865],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten.add.Tensor,[],prefill,False,
2867,post_attention_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[2866],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten.rsqrt.default,[],prefill,False,
2868,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[2863, 2867]",24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten.mul.Tensor,[],prefill,False,
2869,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2868],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
2870,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[2869],24,post_attention_layernorm,,1,model.layers.24.post_attention_layernorm,aten.mul.Tensor,[model.layers.24.post_attention_layernorm.weight],prefill,False,
2871,feed_forward,gate_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],24,feed_forward,gate_proj,2,model.layers.24.feed_forward.gate_proj,aten.t.default,[model.layers.24.feed_forward.gate_proj.weight],prefill,True,
2872,feed_forward,gate_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[2870],24,feed_forward,gate_proj,2,model.layers.24.feed_forward.gate_proj,aten.view.default,[],prefill,True,
2873,feed_forward,gate_proj,,matmul,"[[B*T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B*T, d_ff]]","[2871, 2872]",24,feed_forward,gate_proj,2,model.layers.24.feed_forward.gate_proj,aten.mm.default,[model.layers.24.feed_forward.gate_proj.weight],prefill,False,
2874,feed_forward,gate_proj,,_unsafe_view,"[[B*T, d_ff]]",,,"[[B, T, d_ff]]",[2873],24,feed_forward,gate_proj,2,model.layers.24.feed_forward.gate_proj,aten._unsafe_view.default,[],prefill,True,
2875,feed_forward,activation_fn,,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[2874],24,feed_forward,activation_fn,2,model.layers.24.feed_forward.activation_fn,aten.silu.default,[],prefill,False,
2876,feed_forward,up_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],24,feed_forward,up_proj,2,model.layers.24.feed_forward.up_proj,aten.t.default,[model.layers.24.feed_forward.up_proj.weight],prefill,True,
2877,feed_forward,up_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[2870],24,feed_forward,up_proj,2,model.layers.24.feed_forward.up_proj,aten.view.default,[],prefill,True,
2878,feed_forward,up_proj,,matmul,"[[B*T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B*T, d_ff]]","[2876, 2877]",24,feed_forward,up_proj,2,model.layers.24.feed_forward.up_proj,aten.mm.default,[model.layers.24.feed_forward.up_proj.weight],prefill,False,
2879,feed_forward,up_proj,,_unsafe_view,"[[B*T, d_ff]]",,,"[[B, T, d_ff]]",[2878],24,feed_forward,up_proj,2,model.layers.24.feed_forward.up_proj,aten._unsafe_view.default,[],prefill,True,
2880,feed_forward,,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[2875, 2879]",24,feed_forward,,1,model.layers.24.feed_forward,aten.mul.Tensor,[],prefill,False,
2881,feed_forward,down_proj,,t,"[[d_model, d_ff]]","[d_model, d_ff]",0,"[[d_ff, d_model]]",[],24,feed_forward,down_proj,2,model.layers.24.feed_forward.down_proj,aten.t.default,[model.layers.24.feed_forward.down_proj.weight],prefill,True,
2882,feed_forward,down_proj,,view,"[[B, T, d_ff]]",,,"[[B*T, d_ff]]",[2880],24,feed_forward,down_proj,2,model.layers.24.feed_forward.down_proj,aten.view.default,[],prefill,True,
2883,feed_forward,down_proj,,matmul,"[[B*T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B*T, d_model]]","[2881, 2882]",24,feed_forward,down_proj,2,model.layers.24.feed_forward.down_proj,aten.mm.default,[model.layers.24.feed_forward.down_proj.weight],prefill,False,
2884,feed_forward,down_proj,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[2883],24,feed_forward,down_proj,2,model.layers.24.feed_forward.down_proj,aten._unsafe_view.default,[],prefill,True,
2885,,,,view,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2884],24,,,0,model.layers.24,aten.view.default,[],prefill,True,
2886,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[2862, 2885]",24,,,0,model.layers.24,aten.add.Tensor,[],prefill,False,
2887,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2886],25,input_layernorm,,1,model.layers.25.input_layernorm,aten._to_copy.default,[],prefill,True,
2888,input_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[2887],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
2889,input_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[2888],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.mean.dim,[],prefill,False,
2890,input_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[2889],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.add.Tensor,[],prefill,False,
2891,input_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[2890],25,input_layernorm,,1,model.layers.25.input_layernorm,aten.rsqrt.default,[],prefill,False,
