op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
33704,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 10]]",,,"[[B, n_h_lin_v, 1, 10, 1]]",[33700],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33705,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 10, 1], [B, n_h_lin_v, 1, 10, 10]]",,,"[[B, n_h_lin_v, 1, 10, 10]]","[33703, 33704]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33706,linear_attn,,sum,"[[B, n_h_lin_v, 1, 10, 10]]",,,"[[B, n_h_lin_v, 1, 10]]",[33705],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33707,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 10], [B, n_h_lin_v, 1, 10]]",,,"[[B, n_h_lin_v, 1, 10]]","[33700, 33706]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33708,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33709,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 10]]",[33708],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33710,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 10], [B, n_h_lin_v, 1, 10]]",,,"[[B, n_h_lin_v, 1, 10]]","[33707, 33709]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33711,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33712,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 11]]",[33711],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33713,linear_attn,,clone,"[[B, n_h_lin_v, 1, 11]]",,,"[[B, n_h_lin_v, 1, 11]]",[33712],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33714,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 11, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33715,linear_attn,,slice,"[[B, n_h_lin_v, 1, 11, 64]]",,,"[[B, n_h_lin_v, 1, 11, 11]]",[33714],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33716,linear_attn,,clone,"[[B, n_h_lin_v, 1, 11, 11]]",,,"[[B, n_h_lin_v, 1, 11, 11]]",[33715],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33717,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 11]]",,,"[[B, n_h_lin_v, 1, 11, 1]]",[33713],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33718,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 11, 1], [B, n_h_lin_v, 1, 11, 11]]",,,"[[B, n_h_lin_v, 1, 11, 11]]","[33716, 33717]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33719,linear_attn,,sum,"[[B, n_h_lin_v, 1, 11, 11]]",,,"[[B, n_h_lin_v, 1, 11]]",[33718],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33720,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 11], [B, n_h_lin_v, 1, 11]]",,,"[[B, n_h_lin_v, 1, 11]]","[33713, 33719]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33721,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33722,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 11]]",[33721],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33723,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 11], [B, n_h_lin_v, 1, 11]]",,,"[[B, n_h_lin_v, 1, 11]]","[33720, 33722]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33724,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33725,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 12]]",[33724],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33726,linear_attn,,clone,"[[B, n_h_lin_v, 1, 12]]",,,"[[B, n_h_lin_v, 1, 12]]",[33725],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33727,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 12, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33728,linear_attn,,slice,"[[B, n_h_lin_v, 1, 12, 64]]",,,"[[B, n_h_lin_v, 1, 12, 12]]",[33727],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33729,linear_attn,,clone,"[[B, n_h_lin_v, 1, 12, 12]]",,,"[[B, n_h_lin_v, 1, 12, 12]]",[33728],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33730,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 12]]",,,"[[B, n_h_lin_v, 1, 12, 1]]",[33726],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33731,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 12, 1], [B, n_h_lin_v, 1, 12, 12]]",,,"[[B, n_h_lin_v, 1, 12, 12]]","[33729, 33730]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33732,linear_attn,,sum,"[[B, n_h_lin_v, 1, 12, 12]]",,,"[[B, n_h_lin_v, 1, 12]]",[33731],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33733,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 12], [B, n_h_lin_v, 1, 12]]",,,"[[B, n_h_lin_v, 1, 12]]","[33726, 33732]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33734,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33735,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 12]]",[33734],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33736,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 12], [B, n_h_lin_v, 1, 12]]",,,"[[B, n_h_lin_v, 1, 12]]","[33733, 33735]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33737,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33738,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 13]]",[33737],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33739,linear_attn,,clone,"[[B, n_h_lin_v, 1, 13]]",,,"[[B, n_h_lin_v, 1, 13]]",[33738],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33740,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 13, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33741,linear_attn,,slice,"[[B, n_h_lin_v, 1, 13, 64]]",,,"[[B, n_h_lin_v, 1, 13, 13]]",[33740],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33742,linear_attn,,clone,"[[B, n_h_lin_v, 1, 13, 13]]",,,"[[B, n_h_lin_v, 1, 13, 13]]",[33741],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33743,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 13]]",,,"[[B, n_h_lin_v, 1, 13, 1]]",[33739],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33744,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 13, 1], [B, n_h_lin_v, 1, 13, 13]]",,,"[[B, n_h_lin_v, 1, 13, 13]]","[33742, 33743]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33745,linear_attn,,sum,"[[B, n_h_lin_v, 1, 13, 13]]",,,"[[B, n_h_lin_v, 1, 13]]",[33744],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33746,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 13], [B, n_h_lin_v, 1, 13]]",,,"[[B, n_h_lin_v, 1, 13]]","[33739, 33745]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33747,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33748,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 13]]",[33747],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33749,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 13], [B, n_h_lin_v, 1, 13]]",,,"[[B, n_h_lin_v, 1, 13]]","[33746, 33748]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33750,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33751,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 14]]",[33750],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33752,linear_attn,,clone,"[[B, n_h_lin_v, 1, 14]]",,,"[[B, n_h_lin_v, 1, 14]]",[33751],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33753,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 14, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33754,linear_attn,,slice,"[[B, n_h_lin_v, 1, 14, 64]]",,,"[[B, n_h_lin_v, 1, 14, 14]]",[33753],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33755,linear_attn,,clone,"[[B, n_h_lin_v, 1, 14, 14]]",,,"[[B, n_h_lin_v, 1, 14, 14]]",[33754],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33756,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 14]]",,,"[[B, n_h_lin_v, 1, 14, 1]]",[33752],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33757,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 14, 1], [B, n_h_lin_v, 1, 14, 14]]",,,"[[B, n_h_lin_v, 1, 14, 14]]","[33755, 33756]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33758,linear_attn,,sum,"[[B, n_h_lin_v, 1, 14, 14]]",,,"[[B, n_h_lin_v, 1, 14]]",[33757],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33759,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 14], [B, n_h_lin_v, 1, 14]]",,,"[[B, n_h_lin_v, 1, 14]]","[33752, 33758]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33760,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33761,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 14]]",[33760],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33762,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 14], [B, n_h_lin_v, 1, 14]]",,,"[[B, n_h_lin_v, 1, 14]]","[33759, 33761]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33763,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33764,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 15]]",[33763],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33765,linear_attn,,clone,"[[B, n_h_lin_v, 1, 15]]",,,"[[B, n_h_lin_v, 1, 15]]",[33764],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33766,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 15, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33767,linear_attn,,slice,"[[B, n_h_lin_v, 1, 15, 64]]",,,"[[B, n_h_lin_v, 1, 15, 15]]",[33766],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33768,linear_attn,,clone,"[[B, n_h_lin_v, 1, 15, 15]]",,,"[[B, n_h_lin_v, 1, 15, 15]]",[33767],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33769,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 15]]",,,"[[B, n_h_lin_v, 1, 15, 1]]",[33765],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33770,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 15, 1], [B, n_h_lin_v, 1, 15, 15]]",,,"[[B, n_h_lin_v, 1, 15, 15]]","[33768, 33769]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33771,linear_attn,,sum,"[[B, n_h_lin_v, 1, 15, 15]]",,,"[[B, n_h_lin_v, 1, 15]]",[33770],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33772,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 15], [B, n_h_lin_v, 1, 15]]",,,"[[B, n_h_lin_v, 1, 15]]","[33765, 33771]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33773,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33774,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 15]]",[33773],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33775,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 15], [B, n_h_lin_v, 1, 15]]",,,"[[B, n_h_lin_v, 1, 15]]","[33772, 33774]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33776,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33777,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 16]]",[33776],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33778,linear_attn,,clone,"[[B, n_h_lin_v, 1, 16]]",,,"[[B, n_h_lin_v, 1, 16]]",[33777],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33779,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 16, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33780,linear_attn,,slice,"[[B, n_h_lin_v, 1, 16, 64]]",,,"[[B, n_h_lin_v, 1, 16, 16]]",[33779],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33781,linear_attn,,clone,"[[B, n_h_lin_v, 1, 16, 16]]",,,"[[B, n_h_lin_v, 1, 16, 16]]",[33780],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33782,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 16]]",,,"[[B, n_h_lin_v, 1, 16, 1]]",[33778],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33783,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 16, 1], [B, n_h_lin_v, 1, 16, 16]]",,,"[[B, n_h_lin_v, 1, 16, 16]]","[33781, 33782]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33784,linear_attn,,sum,"[[B, n_h_lin_v, 1, 16, 16]]",,,"[[B, n_h_lin_v, 1, 16]]",[33783],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33785,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 16], [B, n_h_lin_v, 1, 16]]",,,"[[B, n_h_lin_v, 1, 16]]","[33778, 33784]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33786,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33787,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 16]]",[33786],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33788,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 16], [B, n_h_lin_v, 1, 16]]",,,"[[B, n_h_lin_v, 1, 16]]","[33785, 33787]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33789,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33790,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 17]]",[33789],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33791,linear_attn,,clone,"[[B, n_h_lin_v, 1, 17]]",,,"[[B, n_h_lin_v, 1, 17]]",[33790],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33792,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 17, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33793,linear_attn,,slice,"[[B, n_h_lin_v, 1, 17, 64]]",,,"[[B, n_h_lin_v, 1, 17, 17]]",[33792],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33794,linear_attn,,clone,"[[B, n_h_lin_v, 1, 17, 17]]",,,"[[B, n_h_lin_v, 1, 17, 17]]",[33793],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33795,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 17]]",,,"[[B, n_h_lin_v, 1, 17, 1]]",[33791],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33796,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 17, 1], [B, n_h_lin_v, 1, 17, 17]]",,,"[[B, n_h_lin_v, 1, 17, 17]]","[33794, 33795]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33797,linear_attn,,sum,"[[B, n_h_lin_v, 1, 17, 17]]",,,"[[B, n_h_lin_v, 1, 17]]",[33796],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33798,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 17], [B, n_h_lin_v, 1, 17]]",,,"[[B, n_h_lin_v, 1, 17]]","[33791, 33797]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33799,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33800,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 17]]",[33799],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33801,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 17], [B, n_h_lin_v, 1, 17]]",,,"[[B, n_h_lin_v, 1, 17]]","[33798, 33800]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33802,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33803,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 18]]",[33802],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33804,linear_attn,,clone,"[[B, n_h_lin_v, 1, 18]]",,,"[[B, n_h_lin_v, 1, 18]]",[33803],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33805,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 18, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33806,linear_attn,,slice,"[[B, n_h_lin_v, 1, 18, 64]]",,,"[[B, n_h_lin_v, 1, 18, 18]]",[33805],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33807,linear_attn,,clone,"[[B, n_h_lin_v, 1, 18, 18]]",,,"[[B, n_h_lin_v, 1, 18, 18]]",[33806],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33808,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 18]]",,,"[[B, n_h_lin_v, 1, 18, 1]]",[33804],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
33809,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 18, 1], [B, n_h_lin_v, 1, 18, 18]]",,,"[[B, n_h_lin_v, 1, 18, 18]]","[33807, 33808]",40,linear_attn,,1,model.layers.40.linear_attn,aten.mul.Tensor,[],prefill,False,
33810,linear_attn,,sum,"[[B, n_h_lin_v, 1, 18, 18]]",,,"[[B, n_h_lin_v, 1, 18]]",[33809],40,linear_attn,,1,model.layers.40.linear_attn,aten.sum.dim_IntList,[],prefill,True,
33811,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 18], [B, n_h_lin_v, 1, 18]]",,,"[[B, n_h_lin_v, 1, 18]]","[33804, 33810]",40,linear_attn,,1,model.layers.40.linear_attn,aten.add.Tensor,[],prefill,False,
33812,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33813,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 18]]",[33812],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33814,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 18], [B, n_h_lin_v, 1, 18]]",,,"[[B, n_h_lin_v, 1, 18]]","[33811, 33813]",40,linear_attn,,1,model.layers.40.linear_attn,aten.copy_.default,[],prefill,True,
33815,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.select.int,[],prefill,True,
33816,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 19]]",[33815],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33817,linear_attn,,clone,"[[B, n_h_lin_v, 1, 19]]",,,"[[B, n_h_lin_v, 1, 19]]",[33816],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33818,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 19, 64]]",[33580],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33819,linear_attn,,slice,"[[B, n_h_lin_v, 1, 19, 64]]",,,"[[B, n_h_lin_v, 1, 19, 19]]",[33818],40,linear_attn,,1,model.layers.40.linear_attn,aten.slice.Tensor,[],prefill,True,
33820,linear_attn,,clone,"[[B, n_h_lin_v, 1, 19, 19]]",,,"[[B, n_h_lin_v, 1, 19, 19]]",[33819],40,linear_attn,,1,model.layers.40.linear_attn,aten.clone.default,[],prefill,True,
33821,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 19]]",,,"[[B, n_h_lin_v, 1, 19, 1]]",[33817],40,linear_attn,,1,model.layers.40.linear_attn,aten.unsqueeze.default,[],prefill,True,
