op_id,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
29353,self_attn,compressor,indexer,,,full_like,"[[B, T, T/m_csa]]",,,"[[B, T, T/m_csa]]",[29350],38,self_attn,compressor,3,model.layers.38.self_attn.compressor.indexer,aten.full_like.default,[],prefill,True,
29354,self_attn,compressor,indexer,,,where,"[[B, T, T/m_csa], [B, T, T/m_csa], [B, T, T/m_csa]]",,,"[[B, T, T/m_csa]]","[29350, 29352, 29353]",38,self_attn,compressor,3,model.layers.38.self_attn.compressor.indexer,aten.where.self,[],prefill,True,
29355,self_attn,compressor,,,,ge,"[[B, T, T/m_csa]]",,,"[[B, T, T/m_csa]]",[29354],38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.ge.Scalar,[],prefill,True,
29356,self_attn,compressor,,,,full_like,"[[B, T, T/m_csa]]",,,"[[B, T, T/m_csa]]",[29354],38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.full_like.default,[],prefill,True,
29357,self_attn,compressor,,,,where,"[[B, T, T/m_csa], [B, T, T/m_csa], [B, T, T/m_csa]]",,,"[[B, T, T/m_csa]]","[29354, 29355, 29356]",38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.where.self,[],prefill,True,
29358,self_attn,compressor,,,,new_full,"[[B, 1, T/m_csa, d_head]]",,,"[[B, 1, T, T/m_csa+1]]",[29169],38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.new_full.default,[],prefill,True,
29359,self_attn,compressor,,,,unsqueeze,"[[B, T, T/m_csa]]",,,"[[B, 1, T, T/m_csa]]",[29357],38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.unsqueeze.default,[],prefill,True,
29360,self_attn,compressor,,,,scatter_,"[[B, 1, T, T/m_csa+1], [B, 1, T, T/m_csa]]",,,"[[B, 1, T, T/m_csa+1]]","[29358, 29359]",38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.scatter_.value,[],prefill,True,
29361,self_attn,compressor,,,,slice,"[[B, 1, T, T/m_csa+1]]",,,"[[B, 1, T, T/m_csa]]",[29360],38,self_attn,compressor,2,model.layers.38.self_attn.compressor,aten.slice.Tensor,[],prefill,True,
29362,self_attn,,,,,concat,"[[B, 1, T, d_head], [B, 1, T/m_csa, d_head]]",,,"[[B, 1, T+T/m_csa, d_head]]","[29066, 29169]",38,self_attn,,1,model.layers.38.self_attn,aten.cat.default,[],prefill,False,
29363,self_attn,,,,,concat,"[[B, 1, T, T], [B, 1, T, T/m_csa]]",,,"[[B, 1, T, T+T/m_csa]]","[88, 29361]",38,self_attn,,1,model.layers.38.self_attn,aten.cat.default,[],prefill,False,
29364,self_attn,,,,,unsqueeze,"[[B, 1, T+T/m_csa, d_head]]",,,"[[B, 1, 1, T+T/m_csa, d_head]]",[29362],38,self_attn,,1,model.layers.38.self_attn,aten.unsqueeze.default,[],prefill,True,
29365,self_attn,,,,,expand,"[[B, 1, 1, T+T/m_csa, d_head]]",,,"[[B, 1, n_h, T+T/m_csa, d_head]]",[29364],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29366,self_attn,,,,,view,"[[B, 1, n_h, T+T/m_csa, d_head]]",,,"[[B, n_h, T+T/m_csa, d_head]]",[29365],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29367,self_attn,,,,,unsqueeze,"[[B, 1, T+T/m_csa, d_head]]",,,"[[B, 1, 1, T+T/m_csa, d_head]]",[29362],38,self_attn,,1,model.layers.38.self_attn,aten.unsqueeze.default,[],prefill,True,
29368,self_attn,,,,,expand,"[[B, 1, 1, T+T/m_csa, d_head]]",,,"[[B, 1, n_h, T+T/m_csa, d_head]]",[29367],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29369,self_attn,,,,,view,"[[B, 1, n_h, T+T/m_csa, d_head]]",,,"[[B, n_h, T+T/m_csa, d_head]]",[29368],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29370,self_attn,,,,,transpose,"[[B, n_h, T+T/m_csa, d_head]]",,,"[[B, n_h, d_head, T+T/m_csa]]",[29366],38,self_attn,,1,model.layers.38.self_attn,aten.transpose.int,[],prefill,True,
29371,self_attn,,,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[29026],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29372,self_attn,,,,,view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[29371],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29373,self_attn,,,,,expand,"[[B, n_h, d_head, T+T/m_csa]]",,,"[[B, n_h, d_head, T+T/m_csa]]",[29370],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29374,self_attn,,,,,clone,"[[B, n_h, d_head, T+T/m_csa]]",,,"[[B, n_h, d_head, T+T/m_csa]]",[29373],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29375,self_attn,,,,,_unsafe_view,"[[B, n_h, d_head, T+T/m_csa]]",,,"[[B*n_h, d_head, T+T/m_csa]]",[29374],38,self_attn,,1,model.layers.38.self_attn,aten._unsafe_view.default,[],prefill,True,
29376,self_attn,,,,,batched_matmul,"[[B*n_h, T, d_head], [B*n_h, d_head, T+T/m_csa]]",,,"[[B*n_h, T, T+T/m_csa]]","[29372, 29375]",38,self_attn,,1,model.layers.38.self_attn,aten.bmm.default,[],prefill,False,
29377,self_attn,,,,,_unsafe_view,"[[B*n_h, T, T+T/m_csa]]",,,"[[B, n_h, T, T+T/m_csa]]",[29376],38,self_attn,,1,model.layers.38.self_attn,aten._unsafe_view.default,[],prefill,True,
29378,self_attn,,,,,elementwise_mul,"[[B, n_h, T, T+T/m_csa]]",,,"[[B, n_h, T, T+T/m_csa]]",[29377],38,self_attn,,1,model.layers.38.self_attn,aten.mul.Tensor,[],prefill,False,
29379,self_attn,,,,,elementwise_add,"[[B, n_h, T, T+T/m_csa], [B, 1, T, T+T/m_csa]]",,,"[[B, n_h, T, T+T/m_csa]]","[29363, 29378]",38,self_attn,,1,model.layers.38.self_attn,aten.add.Tensor,[],prefill,False,
29380,self_attn,,,,,view,[[n_h]],,,"[[1, n_h, 1, 1]]",[],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[model.layers.38.self_attn.sinks],prefill,True,
29381,self_attn,,,,,expand,"[[1, n_h, 1, 1]]",,,"[[B, n_h, T, 1]]",[29380],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[model.layers.38.self_attn.sinks],prefill,True,
29382,self_attn,,,,,concat,"[[B, n_h, T, T+T/m_csa], [B, n_h, T, 1]]",,,"[[B, n_h, T, T+T/m_csa+1]]","[29379, 29381]",38,self_attn,,1,model.layers.38.self_attn,aten.cat.default,[model.layers.38.self_attn.sinks],prefill,False,
29383,self_attn,,,,,max,"[[B, n_h, T, T+T/m_csa+1]]",,,"[[B, n_h, T, 1], [B, n_h, T, 1]]",[29382],38,self_attn,,1,model.layers.38.self_attn,aten.max.dim,[],prefill,True,
29384,self_attn,,,,,sub,"[[B, n_h, T, T+T/m_csa+1], [B, n_h, T, 1]]",,,"[[B, n_h, T, T+T/m_csa+1]]","[29382, 29383]",38,self_attn,,1,model.layers.38.self_attn,aten.sub.Tensor,[],prefill,True,
29385,self_attn,,,,,softmax,"[[B, n_h, T, T+T/m_csa+1]]",,,"[[B, n_h, T, T+T/m_csa+1]]",[29384],38,self_attn,,1,model.layers.38.self_attn,aten._softmax.default,[],prefill,False,
29386,self_attn,,,,,slice,"[[B, n_h, T, T+T/m_csa+1]]",,,"[[B, n_h, T, T+T/m_csa]]",[29385],38,self_attn,,1,model.layers.38.self_attn,aten.slice.Tensor,[],prefill,True,
29387,self_attn,,,,,expand,"[[B, n_h, T, T+T/m_csa]]",,,"[[B, n_h, T, T+T/m_csa]]",[29386],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29388,self_attn,,,,,view,"[[B, n_h, T, T+T/m_csa]]",,,"[[B*n_h, T, T+T/m_csa]]",[29387],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29389,self_attn,,,,,expand,"[[B, n_h, T+T/m_csa, d_head]]",,,"[[B, n_h, T+T/m_csa, d_head]]",[29369],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29390,self_attn,,,,,clone,"[[B, n_h, T+T/m_csa, d_head]]",,,"[[B, n_h, T+T/m_csa, d_head]]",[29389],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29391,self_attn,,,,,_unsafe_view,"[[B, n_h, T+T/m_csa, d_head]]",,,"[[B*n_h, T+T/m_csa, d_head]]",[29390],38,self_attn,,1,model.layers.38.self_attn,aten._unsafe_view.default,[],prefill,True,
29392,self_attn,,,,,batched_matmul,"[[B*n_h, T, T+T/m_csa], [B*n_h, T+T/m_csa, d_head]]",,,"[[B*n_h, T, d_head]]","[29388, 29391]",38,self_attn,,1,model.layers.38.self_attn,aten.bmm.default,[],prefill,False,
29393,self_attn,,,,,_unsafe_view,"[[B*n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[29392],38,self_attn,,1,model.layers.38.self_attn,aten._unsafe_view.default,[],prefill,True,
29394,self_attn,,,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[29393],38,self_attn,,1,model.layers.38.self_attn,aten.transpose.int,[],prefill,True,
29395,self_attn,,,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[29394],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29396,self_attn,,,,,transpose,"[[B, T, n_h, d_head]]",,,"[[B, n_h, T, d_head]]",[29395],38,self_attn,,1,model.layers.38.self_attn,aten.transpose.int,[],prefill,True,
29397,self_attn,,,,,neg,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2]]",[127],38,self_attn,,1,model.layers.38.self_attn,aten.neg.default,[],prefill,False,
29398,self_attn,,,,,unsqueeze,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2, 1]]",[126],38,self_attn,,1,model.layers.38.self_attn,aten.unsqueeze.default,[],prefill,True,
29399,self_attn,,,,,expand,"[[B, T, d_rope/2, 1]]",,,"[[B, T, d_rope/2, 2]]",[29398],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29400,self_attn,,,,,clone,"[[B, T, d_rope/2, 2]]",,,"[[B, T, d_rope/2, 2]]",[29399],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29401,self_attn,,,,,view,"[[B, T, d_rope/2, 2]]",,,"[[B, T, d_rope]]",[29400],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29402,self_attn,,,,,unsqueeze,"[[B, T, d_rope]]",,,"[[B, 1, T, d_rope]]",[29401],38,self_attn,,1,model.layers.38.self_attn,aten.unsqueeze.default,[],prefill,True,
29403,self_attn,,,,,unsqueeze,"[[B, T, d_rope/2]]",,,"[[B, T, d_rope/2, 1]]",[29397],38,self_attn,,1,model.layers.38.self_attn,aten.unsqueeze.default,[],prefill,True,
29404,self_attn,,,,,expand,"[[B, T, d_rope/2, 1]]",,,"[[B, T, d_rope/2, 2]]",[29403],38,self_attn,,1,model.layers.38.self_attn,aten.expand.default,[],prefill,True,
29405,self_attn,,,,,clone,"[[B, T, d_rope/2, 2]]",,,"[[B, T, d_rope/2, 2]]",[29404],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29406,self_attn,,,,,view,"[[B, T, d_rope/2, 2]]",,,"[[B, T, d_rope]]",[29405],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29407,self_attn,,,,,unsqueeze,"[[B, T, d_rope]]",,,"[[B, 1, T, d_rope]]",[29406],38,self_attn,,1,model.layers.38.self_attn,aten.unsqueeze.default,[],prefill,True,
29408,self_attn,,,,,slice,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head-d_rope]]",[29396],38,self_attn,,1,model.layers.38.self_attn,aten.slice.Tensor,[],prefill,True,
29409,self_attn,,,,,slice,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_rope]]",[29396],38,self_attn,,1,model.layers.38.self_attn,aten.slice.Tensor,[],prefill,True,
29410,self_attn,,,,,_to_copy,"[[B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_rope]]",[29409],38,self_attn,,1,model.layers.38.self_attn,aten._to_copy.default,[],prefill,True,
29411,self_attn,,,,,elementwise_mul,"[[B, n_h, T, d_rope], [B, 1, T, d_rope]]",,,"[[B, n_h, T, d_rope]]","[29402, 29410]",38,self_attn,,1,model.layers.38.self_attn,aten.mul.Tensor,[],prefill,False,
29412,self_attn,,,,,slice,"[[B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_rope/2]]",[29409],38,self_attn,,1,model.layers.38.self_attn,aten.slice.Tensor,[],prefill,True,
29413,self_attn,,,,,slice,"[[B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_rope/2]]",[29409],38,self_attn,,1,model.layers.38.self_attn,aten.slice.Tensor,[],prefill,True,
29414,self_attn,,,,,neg,"[[B, n_h, T, d_rope/2]]",,,"[[B, n_h, T, d_rope/2]]",[29413],38,self_attn,,1,model.layers.38.self_attn,aten.neg.default,[],prefill,False,
29415,self_attn,,,,,stack,"[[B, n_h, T, d_rope/2], [B, n_h, T, d_rope/2]]",,,"[[B, n_h, T, d_rope/2, 2]]","[29412, 29414]",38,self_attn,,1,model.layers.38.self_attn,aten.stack.default,[],prefill,True,
29416,self_attn,,,,,view,"[[B, n_h, T, d_rope/2, 2]]",,,"[[B, n_h, T, d_rope]]",[29415],38,self_attn,,1,model.layers.38.self_attn,aten.view.default,[],prefill,True,
29417,self_attn,,,,,_to_copy,"[[B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_rope]]",[29416],38,self_attn,,1,model.layers.38.self_attn,aten._to_copy.default,[],prefill,True,
29418,self_attn,,,,,elementwise_mul,"[[B, n_h, T, d_rope], [B, 1, T, d_rope]]",,,"[[B, n_h, T, d_rope]]","[29407, 29417]",38,self_attn,,1,model.layers.38.self_attn,aten.mul.Tensor,[],prefill,False,
29419,self_attn,,,,,elementwise_add,"[[B, n_h, T, d_rope], [B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_rope]]","[29411, 29418]",38,self_attn,,1,model.layers.38.self_attn,aten.add.Tensor,[],prefill,False,
29420,self_attn,,,,,_to_copy,"[[B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_rope]]",[29419],38,self_attn,,1,model.layers.38.self_attn,aten._to_copy.default,[],prefill,True,
29421,self_attn,,,,,concat,"[[B, n_h, T, d_head-d_rope], [B, n_h, T, d_rope]]",,,"[[B, n_h, T, d_head]]","[29408, 29420]",38,self_attn,,1,model.layers.38.self_attn,aten.cat.default,[],prefill,False,
29422,self_attn,,,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[29421],38,self_attn,,1,model.layers.38.self_attn,aten.transpose.int,[],prefill,True,
29423,self_attn,,,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[29422],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29424,self_attn,,,,,_unsafe_view,"[[B, T, n_h, d_head]]",,,"[[B, T, g_o, n_h*d_head/g_o]]",[29423],38,self_attn,,1,model.layers.38.self_attn,aten._unsafe_view.default,[],prefill,True,
29425,self_attn,o_a_proj,,,,view,"[[g_o*d_g, n_h*d_head/g_o]]","[g_o*d_g, n_h*d_head/g_o]",0,"[[g_o, d_g, n_h*d_head/g_o]]",[],38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.view.default,[model.layers.38.self_attn.o_a_proj.weight],prefill,True,
29426,self_attn,o_a_proj,,,,transpose,"[[g_o, d_g, n_h*d_head/g_o]]","[g_o*d_g, n_h*d_head/g_o]",-1,"[[g_o, n_h*d_head/g_o, d_g]]",[29425],38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.transpose.int,[model.layers.38.self_attn.o_a_proj.weight],prefill,True,
29427,self_attn,o_a_proj,,,,view,"[[B, T, g_o, n_h*d_head/g_o]]",,,"[[B*T, g_o, n_h*d_head/g_o]]",[29424],38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.view.default,[],prefill,True,
29428,self_attn,o_a_proj,,,,transpose,"[[B*T, g_o, n_h*d_head/g_o]]",,,"[[g_o, B*T, n_h*d_head/g_o]]",[29427],38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.transpose.int,[],prefill,True,
29429,self_attn,o_a_proj,,,,batched_matmul,"[[g_o, B*T, n_h*d_head/g_o], [g_o, n_h*d_head/g_o, d_g]]","[g_o*d_g, n_h*d_head/g_o]",-1,"[[g_o, B*T, d_g]]","[29426, 29428]",38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.bmm.default,[model.layers.38.self_attn.o_a_proj.weight],prefill,False,
29430,self_attn,o_a_proj,,,,transpose,"[[g_o, B*T, d_g]]",,,"[[B*T, g_o, d_g]]",[29429],38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.transpose.int,[],prefill,True,
29431,self_attn,o_a_proj,,,,view,"[[B*T, g_o, d_g]]",,,"[[B, T, g_o, d_g]]",[29430],38,self_attn,o_a_proj,2,model.layers.38.self_attn.o_a_proj,aten.view.default,[],prefill,True,
29432,self_attn,,,,,clone,"[[B, T, g_o, d_g]]",,,"[[B, T, g_o, d_g]]",[29431],38,self_attn,,1,model.layers.38.self_attn,aten.clone.default,[],prefill,True,
29433,self_attn,,,,,_unsafe_view,"[[B, T, g_o, d_g]]",,,"[[B, T, g_o*d_g]]",[29432],38,self_attn,,1,model.layers.38.self_attn,aten._unsafe_view.default,[],prefill,True,
29434,self_attn,o_b_proj,,,,t,"[[d_model, g_o*d_g]]","[d_model, g_o*d_g]",0,"[[g_o*d_g, d_model]]",[],38,self_attn,o_b_proj,2,model.layers.38.self_attn.o_b_proj,aten.t.default,[model.layers.38.self_attn.o_b_proj.weight],prefill,True,
29435,self_attn,o_b_proj,,,,view,"[[B, T, g_o*d_g]]",,,"[[B*T, g_o*d_g]]",[29433],38,self_attn,o_b_proj,2,model.layers.38.self_attn.o_b_proj,aten.view.default,[],prefill,True,
29436,self_attn,o_b_proj,,,,matmul,"[[B*T, g_o*d_g], [g_o*d_g, d_model]]","[d_model, g_o*d_g]",1,"[[B*T, d_model]]","[29434, 29435]",38,self_attn,o_b_proj,2,model.layers.38.self_attn.o_b_proj,aten.mm.default,[model.layers.38.self_attn.o_b_proj.weight],prefill,False,
29437,self_attn,o_b_proj,,,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[29436],38,self_attn,o_b_proj,2,model.layers.38.self_attn.o_b_proj,aten._unsafe_view.default,[],prefill,True,
29438,,,,,,_to_copy,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[28842],38,,,0,model.layers.38,aten._to_copy.default,[],prefill,True,
29439,,,,,,unsqueeze,"[[B, T, n_hc]]",,,"[[B, T, n_hc, 1]]",[29438],38,,,0,model.layers.38,aten.unsqueeze.default,[],prefill,True,
29440,,,,,,unsqueeze,"[[B, T, d_model]]",,,"[[B, T, 1, d_model]]",[29437],38,,,0,model.layers.38,aten.unsqueeze.default,[],prefill,True,
29441,,,,,,elementwise_mul,"[[B, T, n_hc, 1], [B, T, 1, d_model]]",,,"[[B, T, n_hc, d_model]]","[29439, 29440]",38,,,0,model.layers.38,aten.mul.Tensor,[],prefill,False,
29442,,,,,,_to_copy,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[28965],38,,,0,model.layers.38,aten._to_copy.default,[],prefill,True,
29443,,,,,,transpose,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[29442],38,,,0,model.layers.38,aten.transpose.int,[],prefill,True,
29444,,,,,,expand,"[[B, T, n_hc, n_hc]]",,,"[[B, T, n_hc, n_hc]]",[29443],38,,,0,model.layers.38,aten.expand.default,[],prefill,True,
29445,,,,,,view,"[[B, T, n_hc, n_hc]]",,,"[[B*T, n_hc, n_hc]]",[29444],38,,,0,model.layers.38,aten.view.default,[],prefill,True,
29446,,,,,,expand,"[[B, T, n_hc, d_model]]",,,"[[B, T, n_hc, d_model]]",[28819],38,,,0,model.layers.38,aten.expand.default,[],prefill,True,
29447,,,,,,view,"[[B, T, n_hc, d_model]]",,,"[[B*T, n_hc, d_model]]",[29446],38,,,0,model.layers.38,aten.view.default,[],prefill,True,
29448,,,,,,batched_matmul,"[[B*T, n_hc, n_hc], [B*T, n_hc, d_model]]",,,"[[B*T, n_hc, d_model]]","[29445, 29447]",38,,,0,model.layers.38,aten.bmm.default,[],prefill,False,
29449,,,,,,_unsafe_view,"[[B*T, n_hc, d_model]]",,,"[[B, T, n_hc, d_model]]",[29448],38,,,0,model.layers.38,aten._unsafe_view.default,[],prefill,True,
29450,,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,,"[[B, T, n_hc, d_model]]","[29441, 29449]",38,,,0,model.layers.38,aten.add.Tensor,[],prefill,False,
29451,ffn_hc,,,,,view,"[[B, T, n_hc, d_model]]",,,"[[B, T, n_hc*d_model]]",[29450],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.view.default,[],prefill,True,
29452,ffn_hc,,,,,_to_copy,"[[B, T, n_hc*d_model]]",,,"[[B, T, n_hc*d_model]]",[29451],38,ffn_hc,,1,model.layers.38.ffn_hc,aten._to_copy.default,[],prefill,True,
29453,ffn_hc,input_norm,,,,pow,"[[B, T, n_hc*d_model]]",,,"[[B, T, n_hc*d_model]]",[29452],38,ffn_hc,input_norm,2,model.layers.38.ffn_hc.input_norm,aten.pow.Tensor_Scalar,[],prefill,False,
29454,ffn_hc,input_norm,,,,mean,"[[B, T, n_hc*d_model]]",,,"[[B, T, 1]]",[29453],38,ffn_hc,input_norm,2,model.layers.38.ffn_hc.input_norm,aten.mean.dim,[],prefill,False,
29455,ffn_hc,input_norm,,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[29454],38,ffn_hc,input_norm,2,model.layers.38.ffn_hc.input_norm,aten.add.Tensor,[],prefill,False,
29456,ffn_hc,input_norm,,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[29455],38,ffn_hc,input_norm,2,model.layers.38.ffn_hc.input_norm,aten.rsqrt.default,[],prefill,False,
29457,ffn_hc,input_norm,,,,elementwise_mul,"[[B, T, n_hc*d_model], [B, T, 1]]",,,"[[B, T, n_hc*d_model]]","[29452, 29456]",38,ffn_hc,input_norm,2,model.layers.38.ffn_hc.input_norm,aten.mul.Tensor,[],prefill,False,
29458,ffn_hc,,,,,_to_copy,"[[(2+n_hc)*n_hc, n_hc*d_model]]","[(2+n_hc)*n_hc, n_hc*d_model]",0,"[[(2+n_hc)*n_hc, n_hc*d_model]]",[],38,ffn_hc,,1,model.layers.38.ffn_hc,aten._to_copy.default,[model.layers.38.ffn_hc.fn],prefill,True,
29459,ffn_hc,,,,,t,"[[(2+n_hc)*n_hc, n_hc*d_model]]","[(2+n_hc)*n_hc, n_hc*d_model]",0,"[[n_hc*d_model, (2+n_hc)*n_hc]]",[29458],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.t.default,[model.layers.38.ffn_hc.fn],prefill,True,
29460,ffn_hc,,,,,view,"[[B, T, n_hc*d_model]]",,,"[[B*T, n_hc*d_model]]",[29457],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.view.default,[],prefill,True,
29461,ffn_hc,,,,,matmul,"[[B*T, n_hc*d_model], [n_hc*d_model, (2+n_hc)*n_hc]]","[(2+n_hc)*n_hc, n_hc*d_model]",1,"[[B*T, (2+n_hc)*n_hc]]","[29459, 29460]",38,ffn_hc,,1,model.layers.38.ffn_hc,aten.mm.default,[model.layers.38.ffn_hc.fn],prefill,False,
29462,ffn_hc,,,,,_unsafe_view,"[[B*T, (2+n_hc)*n_hc]]",,,"[[B, T, (2+n_hc)*n_hc]]",[29461],38,ffn_hc,,1,model.layers.38.ffn_hc,aten._unsafe_view.default,[],prefill,True,
29463,ffn_hc,,,,,split_with_sizes,"[[B, T, (2+n_hc)*n_hc]]",,,"[[B, T, n_hc], [B, T, n_hc], [B, T, n_hc*n_hc]]",[29462],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.split_with_sizes.default,[],prefill,True,
29464,ffn_hc,,,,,split_with_sizes,[[(2+n_hc)*n_hc]],,,"[[n_hc], [n_hc], [n_hc*n_hc]]",[],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.split_with_sizes.default,[model.layers.38.ffn_hc.base],prefill,True,
29465,ffn_hc,,,,,unbind,[[3]],,,"[[], [], []]",[],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.unbind.int,[model.layers.38.ffn_hc.scale],prefill,True,
29466,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc], []]",,,"[[B, T, n_hc]]","[29463, 29465]",38,ffn_hc,,1,model.layers.38.ffn_hc,aten.mul.Tensor,[],prefill,False,
29467,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc], [n_hc]]",,,"[[B, T, n_hc]]","[29464, 29466]",38,ffn_hc,,1,model.layers.38.ffn_hc,aten.add.Tensor,[],prefill,False,
29468,ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[29467],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.sigmoid.default,[],prefill,False,
29469,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[29468],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.add.Tensor,[],prefill,False,
29470,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc], []]",,,"[[B, T, n_hc]]","[29463, 29465]",38,ffn_hc,,1,model.layers.38.ffn_hc,aten.mul.Tensor,[],prefill,False,
29471,ffn_hc,,,,,elementwise_add,"[[B, T, n_hc], [n_hc]]",,,"[[B, T, n_hc]]","[29464, 29470]",38,ffn_hc,,1,model.layers.38.ffn_hc,aten.add.Tensor,[],prefill,False,
29472,ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[29471],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.sigmoid.default,[],prefill,False,
29473,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc]]",,,"[[B, T, n_hc]]",[29472],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.mul.Tensor,[],prefill,False,
29474,ffn_hc,,,,,view,"[[B, T, n_hc*n_hc]]",,,"[[B, T, n_hc, n_hc]]",[29463],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.view.default,[],prefill,True,
29475,ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc, n_hc], []]",,,"[[B, T, n_hc, n_hc]]","[29465, 29474]",38,ffn_hc,,1,model.layers.38.ffn_hc,aten.mul.Tensor,[],prefill,False,
29476,ffn_hc,,,,,view,[[n_hc*n_hc]],,,"[[n_hc, n_hc]]",[29464],38,ffn_hc,,1,model.layers.38.ffn_hc,aten.view.default,[],prefill,True,
