op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
174,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[172],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sigmoid.default,[],decode,False
175,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,softmax,"[[B, 1, n_hc, n_hc]]",,,"[[B, 1, n_hc, n_hc]]",[172],4,ffn_hc,,1,model.layers.4.ffn_hc,aten._softmax.default,[],decode,False
176,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[170, 173]",4,ffn_hc,,1,model.layers.4.ffn_hc,aten.mul.Tensor,[],decode,False
177,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[176],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sum.dim_IntList,[],decode,True
178,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",post_attention_layernorm,,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[177],4,post_attention_layernorm,,1,model.layers.4.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.post_attention_layernorm.weight],decode,False
179,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,gate,,,,matmul,"[[B, d_model], [d_model, E]]","[E, d_model]",1,"[[B, E]]",[178],4,mlp,gate,2,model.layers.4.mlp.gate,aten.mm.default,[model.layers.4.mlp.gate.weight],decode,False
180,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,grouped_matmul,"[[k, d_model], [E, d_model, d_model], [E]]","[E, d_model, d_model]",1,"[[k, 2*d_moe]]","[178, 179]",4,mlp,experts,2,model.layers.4.mlp.experts,aten._grouped_mm.default,[model.layers.4.mlp.experts.gate_up_proj],decode,False
181,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,act_fn,,,silu,"[[k, d_moe]]",,,"[[k, d_moe]]",[180],4,mlp,experts,3,model.layers.4.mlp.experts.act_fn,aten.silu.default,[],decode,False
182,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,elementwise_mul,"[[k, d_moe], [k, d_moe]]",,,"[[k, d_moe]]","[180, 181]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.mul.Tensor,[],decode,False
183,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,grouped_matmul,"[[k, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]",1,"[[k, d_model]]","[179, 182]",4,mlp,experts,2,model.layers.4.mlp.experts,aten._grouped_mm.default,[model.layers.4.mlp.experts.down_proj],decode,False
184,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,elementwise_mul,"[[k, d_model], [k, B]]",,,"[[k, d_model]]","[179, 183]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.mul.Tensor,[],decode,False
185,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,sum,"[[B, k, d_model]]",,,"[[B, d_model]]","[179, 184]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.sum.dim_IntList,[],decode,True
186,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,gate_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[178],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.gate_proj.weight],decode,False
187,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,up_proj,,,matmul,"[[B, d_model], [d_model, d_moe]]","[d_moe, d_model]",1,"[[B, d_moe]]",[178],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.up_proj.weight],decode,False
188,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,act_fn,,,silu,"[[B, 1, d_moe]]",,,"[[B, 1, d_moe]]",[186],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.act_fn,aten.silu.default,[],decode,False
189,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,,,,elementwise_mul,"[[B, 1, d_moe], [B, 1, d_moe]]",,,"[[B, 1, d_moe]]","[187, 188]",4,mlp,shared_experts,2,model.layers.4.mlp.shared_experts,aten.mul.Tensor,[],decode,False
190,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,down_proj,,,matmul,"[[B, d_moe], [d_moe, d_model]]","[d_model, d_moe]",1,"[[B, d_model]]",[189],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.down_proj.weight],decode,False
191,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,,,,,elementwise_add,"[[B, 1, d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]","[185, 190]",4,mlp,,1,model.layers.4.mlp,aten.add.Tensor,[],decode,False
192,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, 1, d_model]]",,,"[[B, 1, n_hc, d_model]]","[174, 191]",4,,,0,model.layers.4,aten.mul.Tensor,[],decode,False
193,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,batched_matmul,"[[B, n_hc, n_hc], [B, n_hc, d_model]]",,,"[[B, n_hc, d_model]]","[170, 175]",4,,,0,model.layers.4,aten.bmm.default,[],decode,False
194,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_add,"[[B, 1, n_hc, d_model], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[192, 193]",4,,,0,model.layers.4,aten.add.Tensor,[],decode,False
195,norm,1,,model,hc_head,input_norm,,,rmsnorm,"[[B, 1, n_hc*d_model]]",,,"[[B, 1, n_hc*d_model]]",[194],,other,,3,model.hc_head.input_norm,pow+mean+add+rsqrt+mul,[],decode,False
196,-,1,,model,hc_head,,,,matmul,"[[B, n_hc*d_model], [n_hc*d_model, n_hc]]","[n_hc, n_hc*d_model]",1,"[[B, n_hc]]",[195],,other,,2,model.hc_head,aten.mm.default,[model.hc_head.hc_fn],decode,False
197,-,1,,model,hc_head,,,,sigmoid,"[[B, 1, n_hc]]",,,"[[B, 1, n_hc]]",[196],,other,,2,model.hc_head,aten.sigmoid.default,[],decode,False
198,-,1,,model,hc_head,,,,elementwise_mul,"[[B, 1, n_hc, 1], [B, 1, n_hc, d_model]]",,,"[[B, 1, n_hc, d_model]]","[194, 197]",,other,,2,model.hc_head,aten.mul.Tensor,[],decode,False
199,-,1,,model,hc_head,,,,sum,"[[B, 1, n_hc, d_model]]",,,"[[B, 1, d_model]]",[198],,other,,2,model.hc_head,aten.sum.dim_IntList,[],decode,True
200,norm,1,,model,norm,,,,rmsnorm,"[[B, 1, d_model]]",[d_model],-1,"[[B, 1, d_model]]",[199],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],decode,False
201,head,1,,lm_head,,,,,matmul,"[[B, d_model], [d_model, V]]","[V, d_model]",1,"[[B, V]]",[200],,other,,1,lm_head,aten.mm.default,[lm_head.weight],decode,False
