op_id,block_type,repeat,layers,h1,h2,h3,h4,h5,op_type,input_shape,weight_shape,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
176,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,o_a_proj,,,,batched_matmul,"[[g_o, T, n_h*d_head/g_o], [g_o, n_h*d_head/g_o, c_q]]","[g_o*d_g, n_h*d_head/g_o]","[[g_o, T, c_q]]",[175],4,self_attn,o_a_proj,2,model.layers.4.self_attn.o_a_proj,aten.bmm.default,[model.layers.4.self_attn.o_a_proj.weight],prefill,False
177,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",self_attn,o_b_proj,,,,matmul,"[[T, g_o*d_g], [g_o*d_g, n_h*d_head/g_o]]","[n_h*d_head/g_o, g_o*d_g]","[[T, n_h*d_head/g_o]]",[176],4,self_attn,o_b_proj,2,model.layers.4.self_attn.o_b_proj,aten.mm.default,[model.layers.4.self_attn.o_b_proj.weight],prefill,False
178,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[152, 177]",4,,,0,model.layers.4,aten.mul.Tensor,[],prefill,False
179,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[148, 153]",4,,,0,model.layers.4,aten.bmm.default,[],prefill,False
180,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[178, 179]",4,,,0,model.layers.4,aten.add.Tensor,[],prefill,False
181,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,input_norm,,,,rmsnorm,"[[B, T, 4*d_model]]",,"[[B, T, 4*d_model]]",[180],4,ffn_hc,input_norm,2,model.layers.4.ffn_hc.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
182,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,matmul,"[[T, 4*d_model], [4*d_model, 3*g_o]]","[3*g_o, 4*d_model]","[[T, 3*g_o]]",[181],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.mm.default,[model.layers.4.ffn_hc.fn],prefill,False
183,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[182],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sigmoid.default,[],prefill,False
184,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[182],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sigmoid.default,[],prefill,False
185,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,softmax,"[[B, T, n_hc, n_hc]]",,"[[B, T, n_hc, n_hc]]",[182],4,ffn_hc,,1,model.layers.4.ffn_hc,aten._softmax.default,[],prefill,False
186,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[180, 183]",4,ffn_hc,,1,model.layers.4.ffn_hc,aten.mul.Tensor,[],prefill,False
187,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",ffn_hc,,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[186],4,ffn_hc,,1,model.layers.4.ffn_hc,aten.sum.dim_IntList,[],prefill,True
188,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",post_attention_layernorm,,,,,rmsnorm,"[[B, T, n_h*d_rope]]",[n_h*d_rope],"[[B, T, n_h*d_rope]]",[187],4,post_attention_layernorm,,1,model.layers.4.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.4.post_attention_layernorm.weight],prefill,False
189,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,gate,,,,matmul,"[[T, d_model], [d_model, E]]","[E, d_model]","[[T, E]]",[188],4,mlp,gate,2,model.layers.4.mlp.gate,aten.mm.default,[model.layers.4.mlp.gate.weight],prefill,False
190,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,grouped_matmul,"[[k*T, d_model], [E, d_model, d_model], [E]]","[E, d_model, d_model]","[[k*T, d_model]]","[188, 189]",4,mlp,experts,2,model.layers.4.mlp.experts,aten._grouped_mm.default,[model.layers.4.mlp.experts.gate_up_proj],prefill,False
191,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,act_fn,,,silu,"[[k*T, d_moe]]",,"[[k*T, d_moe]]",[190],4,mlp,experts,3,model.layers.4.mlp.experts.act_fn,aten.silu.default,[],prefill,False
192,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,elementwise_mul,"[[k*T, d_moe], [k*T, d_moe]]",,"[[k*T, d_moe]]","[190, 191]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.mul.Tensor,[],prefill,False
193,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,grouped_matmul,"[[k*T, d_moe], [E, d_moe, d_model], [E]]","[E, d_model, d_moe]","[[k*T, d_model]]","[189, 192]",4,mlp,experts,2,model.layers.4.mlp.experts,aten._grouped_mm.default,[model.layers.4.mlp.experts.down_proj],prefill,False
194,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,elementwise_mul,"[[k*T, d_model], [k*T, B]]",,"[[k*T, d_model]]","[189, 193]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.mul.Tensor,[],prefill,False
195,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,experts,,,,sum,"[[T, k, d_model]]",,"[[T, d_model]]","[189, 194]",4,mlp,experts,2,model.layers.4.mlp.experts,aten.sum.dim_IntList,[],prefill,True
196,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,gate_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[188],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.gate_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.gate_proj.weight],prefill,False
197,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,up_proj,,,matmul,"[[T, d_model], [d_model, d_moe]]","[d_moe, d_model]","[[T, d_moe]]",[188],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.up_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.up_proj.weight],prefill,False
198,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,act_fn,,,silu,"[[B, T, d_moe]]",,"[[B, T, d_moe]]",[196],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.act_fn,aten.silu.default,[],prefill,False
199,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,,,,elementwise_mul,"[[B, T, d_moe], [B, T, d_moe]]",,"[[B, T, d_moe]]","[197, 198]",4,mlp,shared_experts,2,model.layers.4.mlp.shared_experts,aten.mul.Tensor,[],prefill,False
200,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,shared_experts,down_proj,,,matmul,"[[T, d_moe], [d_moe, d_model]]","[d_model, d_moe]","[[T, d_model]]",[199],4,mlp,shared_experts,3,model.layers.4.mlp.shared_experts.down_proj,aten.mm.default,[model.layers.4.mlp.shared_experts.down_proj.weight],prefill,False
201,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",mlp,,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,"[[B, T, d_model]]","[195, 200]",4,mlp,,1,model.layers.4.mlp,aten.add.Tensor,[],prefill,False
202,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, B, d_model]]",,"[[B, T, n_hc, d_model]]","[184, 201]",4,,,0,model.layers.4,aten.mul.Tensor,[],prefill,False
203,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,batched_matmul,"[[T, n_hc, n_hc], [T, n_hc, d_model]]",,"[[T, n_hc, d_model]]","[180, 185]",4,,,0,model.layers.4,aten.bmm.default,[],prefill,False
204,MLA+MoE,20,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42",,,,,,elementwise_add,"[[B, T, n_hc, d_model], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[202, 203]",4,,,0,model.layers.4,aten.add.Tensor,[],prefill,False
205,norm,1,,model,hc_head,input_norm,,,rmsnorm,"[[B, T, 4*d_model]]",,"[[B, T, 4*d_model]]",[204],,other,,3,model.hc_head.input_norm,pow+mean+add+rsqrt+mul,[],prefill,False
206,-,1,,model,hc_head,,,,matmul,"[[T, 4*d_model], [4*d_model, n_hc]]","[n_hc, 4*d_model]","[[T, n_hc]]",[205],,other,,2,model.hc_head,aten.mm.default,[model.hc_head.hc_fn],prefill,False
207,-,1,,model,hc_head,,,,sigmoid,"[[B, T, n_hc]]",,"[[B, T, n_hc]]",[206],,other,,2,model.hc_head,aten.sigmoid.default,[],prefill,False
208,-,1,,model,hc_head,,,,elementwise_mul,"[[B, T, n_hc, B], [B, T, n_hc, d_model]]",,"[[B, T, n_hc, d_model]]","[204, 207]",,other,,2,model.hc_head,aten.mul.Tensor,[],prefill,False
209,-,1,,model,hc_head,,,,sum,"[[B, T, n_hc, d_model]]",,"[[B, T, d_model]]",[208],,other,,2,model.hc_head,aten.sum.dim_IntList,[],prefill,True
210,norm,1,,model,norm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],"[[B, T, d_model]]",[209],,other,,2,model.norm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.norm.weight],prefill,False
211,head,1,,lm_head,,,,,matmul,"[[T, d_model], [d_model, V]]","[V, d_model]","[[T, V]]",[210],,other,,1,lm_head,aten.mm.default,[lm_head.weight],prefill,False
